name	wt 15' 0.4M - wt 0
YPL028W	-1.3295278432
YLL043W	-1.3297524877
YLR107W	-1.3297830789
YPL008W	-1.3304246077
YLR212C	-1.3307136831
YIL021W	-1.330765943
YHR026W	-1.3308469512
YKL073W	-1.3313445135
YLR367W, snR44	-1.3314078923
YNL104C	-1.3314086962
YLR431C	-1.3318018757
YLR207W	-1.3319160462
YGR197C	-1.331924644
YOR175C	-1.3322062855
YLR410W	-1.3322191406
YKL052C	-1.3323188353
YLR095C	-1.3323388674
YEL004W	-1.3327846211
YNL286W	-1.3332753745
YOL142W	-1.3333445385
YCR028C-A	-1.3339176675
YGR102C	-1.3348713736
YJR005C-A	-1.3349709048
YER038C	-1.335336005
YPR111W	-1.335379347
YOR305W	-1.3358920693
YKL173W	-1.3359572795
YNL232W	-1.3366444599
YDR268W	-1.3370001417
YDR351W	-1.3372183726
YGL112C	-1.3372691992
YPR175W	-1.3373164359
YLR310C	-1.3382063024
YIL145C	-1.3384127507
YDR201W	-1.3388963512
YIR036C	-1.3391674319
YGL086W	-1.3393091013
YAL011W	-1.3394528954
YGR157W	-1.339642871
YPR189W	-1.3397488563
YCR043C	-1.3398101838
YER017C	-1.3399972302
YIL135C	-1.3404134929
YOR378W	-1.340420637
YER120W	-1.3404389192
YML109W	-1.3417307246
YHR159W	-1.3418452157
YHR073W, YHR073W-A	-1.3423391949
YHR107C	-1.342436699
YNL169C	-1.3427537342
YIL121W	-1.3427763389
YGR038W	-1.3428790272
YGR012W	-1.3432773077
YGR198W	-1.3446036296
YLR451W	-1.3450827506
YOR046C	-1.3461098635
YNL021W	-1.3461868955
YKL192C	-1.3469959437
YOR264W	-1.3470155742
YHR068W	-1.3472636672
YMR177W	-1.3475406264
YDR319C	-1.3477402757
YGR174C	-1.3479720443
YJR050W	-1.3480353522
YPL176C	-1.3482483176
YJR004C	-1.3485421135
YCR065W	-1.3491134465
YKL130C	-1.3493734092
YGR166W	-1.3494732345
YGL153W	-1.3495857896
YGL195W	-1.3497529083
YGL209W	-1.3497955128
YKR077W	-1.3502430866
YFR047C	-1.3503444766
YDL122W	-1.3505436605
YJR070C	-1.3506462569
YGL216W	-1.3507895316
YNL260C	-1.3509843403
YMR165C	-1.3513181087
YDR267C	-1.3515501856
YOR361C	-1.3516621838
YER057C	-1.3518843638
YKR103W	-1.3524434287
YAL051W	-1.3528862173
YDR266C	-1.3529807391
YGL021W	-1.3532590875
YDR322W	-1.3532918096
YCR094W	-1.3532984853
YDR045C	-1.3534024752
YCR017C	-1.3535124626
YGR061C	-1.3542370941
YDR115W	-1.3543535711
YNR074C	-1.35441122
YLR231C	-1.3546485632
YOL076W	-1.3547525171
YBL039C, YBL039C-A	-1.354973673
YJR090C	-1.3553491572
YLL025W	-1.3553696673
YMR264W	-1.3554325374
YJL056C	-1.355492359
YLR033W	-1.3559672397
YNL237W	-1.3564311078
YGR063C	-1.3565415885
YIL093C	-1.356712859
YPL087W	-1.3567538703
YER107C	-1.3568722578
YDR363W-A	-1.3568894275
YER092W	-1.3570802525
YDR419W	-1.3570889221
YKL101W	-1.3573375558
YER027C	-1.357482172
YML032C	-1.3581342472
YOR371C	-1.3583256036
YPL118W	-1.3588315815
YER176W	-1.3590131984
YOR127W	-1.3592325416
YPR140W	-1.3595617186
YLR022C	-1.3607998913
YDL237W	-1.3610653108
YDR257C	-1.3612552249
YGL201C	-1.3616048085
YGR156W	-1.3619805323
YMR138W	-1.3620616272
YGL026C	-1.3620713566
YOR129C	-1.3632771955
YPL215W	-1.3634538139
YPR091C	-1.3638478628
YDR243C	-1.3640181111
YHR183W	-1.3640258655
YOR179C	-1.3640383905
YJR015W	-1.3641269651
YNL294C	-1.3643149652
YBL017C	-1.3646391604
YLR187W	-1.3657719314
YOR187W	-1.3660012146
YNL326C	-1.3664725773
YBR073W	-1.3664735177
YNL331C	-1.3664821463
YDR047W	-1.3665857257
YER157W	-1.3667246324
YNR050C	-1.3671680466
YIL005W	-1.367261142
YNR011C	-1.3672647675
YEL006W	-1.3674366099
YBR274W	-1.3675159546
YLR190W	-1.3677946746
YBR084W	-1.3679439905
YDR448W	-1.3682006593
YHR067W	-1.3683529493
YDL211C	-1.36846169
YOL049W	-1.368608887
YKR014C	-1.3692658044
YBL071W-A	-1.3693087503
YOR313C	-1.369569266
YOR304W	-1.3703394685
YKL098W	-1.3706293462
YJR136C	-1.3706682133
YOR074C	-1.3707227274
YDR524C	-1.3711375133
YPR167C	-1.3712535152
YGL040C	-1.3714503775
YIL038C	-1.3718740286
YML081W	-1.3720725323
YNL236W	-1.3721612436
YMR188C	-1.37232049
YLR368W	-1.3729883024
YLR079W	-1.3732285052
YCL028W	-1.3733231078
YOR326W	-1.3733851274
YER072W	-1.3734976683
YIL152W	-1.3738237479
YOL158C	-1.3738811415
YNL246W	-1.3745042938
YMR100W	-1.3745239077
YCR081W	-1.3749671444
YHR007C	-1.3752497424
YMR078C	-1.3753524518
YNL272C	-1.3758673544
YJL041W	-1.3761203408
YAL044C	-1.3761270032
YDL080C	-1.3761703469
YPL086C	-1.3765179685
YGL020C	-1.3766555061
YDL138W	-1.3767375111
YKR070W	-1.3767555109
YMR005W	-1.3769528496
YNR021W	-1.3770154293
YPL063W	-1.3774766479
YIL115C	-1.3781049325
YIL102C-A	-1.378258111
YDR361C	-1.3783993177
YKL196C	-1.3788232409
YMR235C	-1.3789595046
YPL020C	-1.3794102746
YER134C	-1.3794207944
YCL001W	-1.3798532864
YPL006W	-1.3803772665
YAR002C-A	-1.3810004235
YMR056C	-1.3810655723
YDR476C	-1.3811635982
YOL149W	-1.3815198338
YBR218C	-1.3816053725
YMR166C	-1.381688115
YKL141W	-1.3824047667
YGR141W	-1.3829203267
YMR266W	-1.3830422205
YER110C	-1.3832970896
YDR176W	-1.3834764415
YBL037W	-1.3834807156
YBR263W	-1.3835300819
YKR078W	-1.3837363121
YGL049C	-1.3838814937
YDL040C	-1.3841617007
YKR061W	-1.3842070074
YLR356W	-1.3845116615
YNL081C	-1.3845168867
YKL058W	-1.3850882496
YML103C	-1.3852420747
YKR030W	-1.3856766813
YML121W	-1.3860376799
YJL029C	-1.3861506052
YNR062C	-1.3861783739
YPL076W	-1.3865904054
YDR007W	-1.3872290026
YOR216C	-1.3878215973
YOR099W	-1.3879200248
YNL136W	-1.3882865019
YBL051C	-1.388611717
YLR440C	-1.388874537
YJL111W	-1.3889765142
YPL218W	-1.3895477848
YMR163C	-1.3899446627
YDR172W	-1.3899571856
YPL262W	-1.3900855609
YGR055W	-1.3903756048
YPL212C	-1.3913479736
YPL202C	-1.3917128833
YER014W	-1.392356676
YGR001C	-1.3923699352
YML005W	-1.3924822709
YDR291W	-1.3925114671
YCL051W	-1.3925127596
YJL085W	-1.3930965838
YIL015W	-1.3932329856
YPR113W	-1.394452268
YIL129C	-1.3945047008
YBL098W	-1.3948684799
YHR063C	-1.3953131946
YDR400W	-1.3953143319
YLR390W	-1.3953727049
YCL064C	-1.3962609492
YPL255W	-1.3966257745
YCL038C	-1.3966810861
YKR055W, YKR056W	-1.3969516614
YOR047C	-1.3970324264
YOL086W-A	-1.3981143417
YML115C	-1.398121373
YCL061C	-1.3988416421
YML124C	-1.3988885401
YGR282C	-1.3992753342
YAL020C	-1.3998658723
YDL156W	-1.400141343
YLR210W	-1.4002280208
YER180C, YER180C-A	-1.401044155
YML048W	-1.4023296218
YIL142W	-1.4023719395
YML017W	-1.4024227431
YPR163C	-1.4030590041
YIL039W	-1.4030998062
YDR100W	-1.4033416562
YDR370C	-1.4039424399
YNR022C	-1.4042236364
YIR003W	-1.4047049227
YDR432W, YDR433W	-1.4047510975
YER031C	-1.4051022912
YHR098C	-1.4062416996
YMR067C	-1.4064771524
YIL065C	-1.4070078831
YGL234W	-1.4073983838
YOR269W	-1.4084624184
YMR222C	-1.4087388764
YOR191W	-1.408751924
YPL181W	-1.4090651025
YHR165C	-1.4093190769
YAL012W	-1.4093221225
YOR006C	-1.4095090857
YLR291C	-1.4098367692
YNR020C	-1.410933826
YLR361C	-1.4111512393
YNL329C, YNL328C	-1.4112222951
YJL207C	-1.411401886
YJL204C	-1.411593641
YDR483W	-1.4117308318
YNL130C	-1.411791469
YKL041W	-1.4119038427
YDR090C	-1.4124369123
YDR146C	-1.4125745266
YPL193W	-1.412960034
YDR123C	-1.413600302
YCR014C	-1.4137002852
YJR151C	-1.4138715412
YLR172C	-1.4143493858
YOL059W	-1.4145204806
YGL263W	-1.4151896583
YGR229C	-1.4152640716
YKR082W	-1.4156675511
YMR161W	-1.4161253032
YPR171W	-1.4162244485
YEL020W-A	-1.4162868777
YPL023C	-1.4164208198
YNL138W	-1.4165576261
YBR262C	-1.4165605428
YFL032W, YFL031W	-1.4167497533
YFR038W	-1.4169301459
YBR060C	-1.4175276188
YHR025W	-1.4184700256
YNR036C	-1.418914064
YNL225C	-1.4189746555
YOR123C	-1.4190190839
YNL126W	-1.4198345423
YGR054W	-1.4203548873
YJL121C	-1.4205655097
YLR239C	-1.4207175119
YLR427W	-1.4214720618
YDR300C	-1.4217255298
YOR128C	-1.4217794863
YGR199W	-1.4221175392
YDR132C	-1.4227975584
YJR080C	-1.4229208616
YDL171C	-1.4233165067
YLL048C	-1.4233814115
YMR062C	-1.4237643219
YDR140W	-1.4242123198
YEL030W	-1.4246271556
YPL172C	-1.42481302
YKL045W	-1.4250223448
YOR174W	-1.4254308477
YFR016C	-1.4260655878
YPR041W	-1.4262165288
YOL012C	-1.4263238812
YOR260W	-1.4268478208
YDL140C	-1.4269519043
YKL054C	-1.4274967563
YDR113C	-1.4276497407
YBR162C	-1.4286986689
YDR405W	-1.4292996938
YOR077W	-1.429412513
YLR425W	-1.4296259031
YIL132C	-1.4298689779
YKL184W	-1.4299596881
YEL063C	-1.430037713
YDR016C	-1.4304076766
YMR207C	-1.4304314867
YDR328C	-1.4305012048
YKL181W	-1.430556078
YML112W	-1.4306028901
YGL208W	-1.4310609918
YBR208C	-1.4310685502
YMR218C	-1.4311032081
YPL226W	-1.4315140658
YBR030W	-1.4321026413
YJR013W	-1.4326947253
YNL024C-A	-1.432748955
YDR270W	-1.4328690827
YDR308C	-1.4330651495
YDR320C	-1.4337593977
YDR284C	-1.4339238412
YBR016W	-1.4340774943
YNR016C	-1.434093042
YDR183W	-1.4346130985
YGR120C	-1.4348333311
YDR356W	-1.4350985408
YLR209C	-1.4360774574
YNL247W	-1.4362932827
YJR131W	-1.4362988296
YDR035W	-1.4363152587
YHR083W	-1.4365399485
YEL058W	-1.4366145264
YIL128W	-1.4366524125
YNL122C	-1.4370780723
YJL002C	-1.437345155
YPR010C-A	-1.4373660585
YLR266C	-1.4374165625
YER086W	-1.439403367
YJL176C	-1.4394214822
YDR006C	-1.4396117433
YML069W	-1.4396782867
YIR001C	-1.4397986049
YIL094C	-1.4401076382
YMR215W	-1.4404369283
YJR101W	-1.4405713772
YDL137W	-1.4406111634
YJR092W	-1.4406251646
YJR049C	-1.440701543
YDR119W	-1.4407833532
YEL067C	-1.4413387653
YDR170C	-1.4415243878
YCL050C	-1.4419708674
YBR093C	-1.4422471785
YDR365C	-1.4422977321
YLR018C	-1.4431831184
YIL092W	-1.4431871025
YBR241C	-1.4433564744
YDL059C	-1.4436732601
YDR246W	-1.4437357254
YOR350C	-1.4437626524
YJL135W, YJL134W	-1.4439280511
YPR145W	-1.4442718774
YKL074C	-1.4447725487
YDR388W	-1.4448764571
YBR125C	-1.4453916434
YIL004C	-1.4456515728
YJL047C-A, snR60	-1.4456855019
YPL188W	-1.4457412502
YPL254W	-1.4458041092
YMR120C	-1.4460253133
YHR011W	-1.4463290348
YCR028C	-1.4468142033
YKL120W	-1.4475261662
YKL112W	-1.4476770688
YDL003W	-1.4478689162
YMR109W	-1.4480469492
YHR078W	-1.4481446556
YPL122C	-1.4482031936
YPL263C	-1.4486397035
YCL059C	-1.4488497145
YPR033C	-1.4488575968
YBR217W	-1.4492405131
YGR186W	-1.449335218
YDL179W	-1.4494377145
YOR045W	-1.4497334363
YGL200C	-1.4498116813
YHL014C	-1.4499219237
YJR143C	-1.4507958091
YDR097C	-1.4508404729
YDR160W	-1.4512365052
YML012W	-1.4520658441
YAL047C	-1.4531372413
YJR132W	-1.453654055
YOR106W	-1.4536588233
YBR015C	-1.4540172585
YML077W	-1.4543933803
YLR432W	-1.4549570708
YJL174W	-1.4551525557
YDR135C	-1.4557117392
YER105C	-1.4559368549
YLR297W	-1.4563331013
YKR038C	-1.4563569719
YHR187W	-1.4564469656
YLR383W	-1.4567816684
YGL173C	-1.458160063
YAL035W	-1.4589649496
YDR395W	-1.4591277379
YJR047C	-1.4594651709
YJL039C	-1.4602357414
YAL048C	-1.4603119722
YDR245W	-1.4606473349
YGL065C	-1.4612542215
YLL004W	-1.4613151487
YNR038W	-1.4614815442
YPL264C	-1.4617307812
YGR119C	-1.4621689349
YNL097C	-1.4622384098
YOR159C	-1.4628607408
YBR115C	-1.4634854226
YOL107W	-1.4636759954
YKR053C	-1.4640208564
YER044C-A	-1.4640597312
YDR307W	-1.4651467957
YHR154W	-1.465570868
YDR367W	-1.4659893329
YNR043W	-1.4662220067
YPR133W-A	-1.4662850793
YDR108W	-1.4669107995
YDR188W	-1.4672835191
YDR261C	-1.4685103331
YLR154C	-1.4689899575
YOL007C	-1.4690624222
YLR032W	-1.4691208841
YDR457W	-1.4692824571
YBL097W	-1.4695394323
YJR006W	-1.4695570771
YNL103W	-1.4699909533
YNR037C	-1.4700293395
YBL063W	-1.4705381696
YMR063W, YMR064W	-1.4707600209
YOL021C	-1.4709034235
YBL046W	-1.4716584041
YMR292W	-1.4723429635
YDR456W	-1.4725893321
YGR072W	-1.472678629
YOR198C	-1.4727221803
YGL117W	-1.4742955703
YDR337W	-1.4743267609
YPL273W	-1.4748343172
YPR114W	-1.474834804
YOR296W	-1.4749307559
YDL095W	-1.4751271342
YOL155C	-1.4756877368
YGR162W	-1.4757798774
YBL024W	-1.4762013619
YCL045C	-1.4763863578
YLR181C	-1.4775553445
YGR178C	-1.4776842236
YEL018W	-1.477976949
YMR049C	-1.4780279326
YOR335C	-1.4784231988
YKL062W	-1.4786525556
YDR463W	-1.4799250419
YLR126C	-1.480010496
YGR089W	-1.4801841858
YAR028W, YAR029W	-1.4811462367
YKL197C	-1.4814800989
YPR021C	-1.4819967213
YFL010C	-1.4823115732
YKL050C	-1.4828418642
YGL070C	-1.4833605246
YNL080C	-1.4839384983
YLR264W	-1.4845491342
YLR215C	-1.4850485056
YIL141W, YIL140W	-1.4859523181
YNL165W	-1.4861891619
YGR184C	-1.4866581562
YCL011C	-1.4868230522
YGR098C	-1.4872748648
YHR211W	-1.4883309372
YGR277C	-1.4885362095
YER088C	-1.4888700718
YCL008C	-1.4890415272
YMR208W	-1.4890958482
YGL100W	-1.4891667227
YKL203C	-1.4893869356
YPR169W	-1.4897080502
YHR005C-A	-1.4902305803
YGR215W	-1.4905388878
YBL036C	-1.4909418341
YDL117W	-1.4912303964
YDR186C	-1.4912398501
YIR005W	-1.4915966002
YGR029W	-1.4928545013
YLR191W	-1.4930654119
YGR281W	-1.4935475458
YNL123W	-1.4939484202
YLR019W	-1.4941687376
YNL252C	-1.494218942
YBR222C	-1.4942261756
YPR058W	-1.4949198725
YPL115C	-1.4951431173
YDR260C	-1.4951486351
YNL323W	-1.4960321527
YMR080C	-1.4966881911
YOR001W	-1.4966970185
YGR274C	-1.4967341973
YMR058W	-1.4968530773
YGR285C	-1.4992797252
YLR204W	-1.4994978985
YPL189C-A	-1.4995400694
YDR034C	-1.4995877213
YML086C	-1.4996496993
YLR105C	-1.4998808069
YOR196C	-1.4999037202
YHR172W	-1.5000046054
YBR145W	-1.5001047731
YOR017W	-1.5003504223
YJL058C	-1.5007046964
YOR281C	-1.500810871
YEL053C	-1.5012914339
YMR048W	-1.5016233222
YER004W	-1.5016661218
YCL030C	-1.5017947743
YER006W	-1.5018802591
YPL099C	-1.5023412409
YHR058C	-1.5029295824
YBR248C	-1.5030295665
YNL116W	-1.5036312614
YBL013W	-1.5038166716
YDR316W	-1.50406334
YMR288W	-1.5042677109
YOR207C	-1.5050577438
YHR041C	-1.5052577154
YLL015W	-1.505444516
YER019W	-1.5056282926
YIL014C-A	-1.5056399379
YGR129W	-1.5056693168
YJR075W	-1.505904466
YDR375C	-1.5059691175
YLL006W	-1.5065650747
YLR103C	-1.5070411762
YOR236W	-1.5072160868
YMR220W	-1.5072815076
YGR189C	-1.507445026
YMR275C	-1.5080057237
YPL245W	-1.5083843366
YHR091C	-1.508442197
YBR244W	-1.5084517312
YBL088C	-1.5085635937
YPR129W	-1.5088336986
YGL106W	-1.5090901772
YCR098C	-1.5095530567
YGL043W	-1.5097684299
YPL210C	-1.5097752898
YPL055C	-1.510203918
YLR070C	-1.5102495742
YLR067C	-1.5104167427
YHR086W	-1.5107169135
YBL107C	-1.5107360347
YPL170W	-1.5108314942
YKL204W	-1.5109830567
YKR100C	-1.5109972715
YOR324C	-1.5111334672
YBL057C	-1.5120742547
YJL128C	-1.5120960737
YOR038C	-1.5122266412
YNL070W	-1.5123528692
YOL031C	-1.5128753537
YPL010W	-1.5137673818
YNR044W	-1.5138617511
YBR281C	-1.5143632861
YJR051W	-1.5150940257
YAL049C	-1.5151004005
YNR018W	-1.5155661023
YCR071C	-1.5155983699
YJL042W	-1.5163711596
YJR137C	-1.5164979705
YHR018C	-1.5165056139
YGL246C	-1.5167645456
YPL084W	-1.516770074
YDR183C-A, YDR184C	-1.5169137662
YLR455W	-1.5173215773
YNL161W	-1.5173522619
YOR373W	-1.5177189905
YLR404W	-1.518699423
YKL211C	-1.5193797843
YNL163C	-1.5196166362
YML021C	-1.5198194857
YGR276C	-1.5199935212
YKR066C	-1.5208884821
YPL204W	-1.5211924853
YOR109W	-1.5213649043
YPR097W	-1.5218337517
YPL173W	-1.5219637498
YGL148W	-1.5219909966
YJR135W-A	-1.5220163854
YML035C	-1.5221406678
YMR308C	-1.5225058908
YPL011C	-1.5225409826
YLR071C	-1.5230262118
YIL153W	-1.5242780942
YDR264C	-1.524471974
YKL113C	-1.5244935943
YKR069W	-1.5247484081
YDR021W	-1.5248519289
YOR010C	-1.5255356032
YKR007W	-1.5256316334
YHR133C	-1.5256484713
YOR061W	-1.5256496081
YDL236W	-1.5257764551
YGL251C	-1.5261227212
YJR073C	-1.5261814898
YJR021C	-1.5264319797
YOL073C	-1.5264393732
YDR194C	-1.5266852883
YER028C	-1.5268504813
YFL055W	-1.5273661459
YOR189W	-1.5274226558
YJR111C	-1.5277518119
YJR105W	-1.5278867182
YDR309C	-1.5280277942
YLR150W	-1.5281356344
YFL041W	-1.5282132568
YGL131C	-1.5292217596
YPL108W, YPL107W	-1.5294052203
YNL191W	-1.5303881878
YMR183C	-1.5308586549
YLR395C	-1.5313725573
YBR041W	-1.531549727
YBL022C	-1.5318977507
YJR133W	-1.5319092735
YER069W	-1.5319863846
YMR145C	-1.5333758037
YOR320C	-1.5337492347
YDL033C	-1.5338011296
YEL071W	-1.5344146166
YDL036C	-1.5351422565
YNL275W	-1.5352380153
YOR111W	-1.5356578395
YMR119W, YMR119W-A	-1.5362826723
YBR140C	-1.5364623111
YDL177C	-1.5374402978
YGR104C	-1.5378796377
YJR094C	-1.5379726831
YOR265W	-1.5380187263
YOL038W	-1.5384984311
YHR182W	-1.5389357915
YPL146C	-1.5390612533
YKR037C	-1.5392687536
YER170W	-1.5393190065
YPR125W	-1.540079627
YDL160C-A	-1.5404325804
YDR211W	-1.5406328919
YML088W	-1.5416479557
YHR085W	-1.5417324884
YGL016W	-1.5418560334
YCL025C	-1.5419180754
YDR428C	-1.5421653911
YIL046W	-1.5422078418
YOL064C	-1.5426123988
YGR239C	-1.5429756171
YGR202C	-1.5430287595
YJL192C	-1.5431645666
YBR087W	-1.543401901
YKL048C	-1.5449679874
YPL189W	-1.5454770097
YNL175C	-1.5455736876
YMR270C	-1.5473660325
YEL043W	-1.5476839166
YBL031W	-1.5478508923
YIR042C	-1.548247804
YDR030C	-1.5486345099
YJR052W	-1.5494990365
YOR241W	-1.5498458198
YBR043C	-1.5499135341
YHR188C	-1.5500301778
YIL088C	-1.550450099
YGL083W	-1.5504818155
YHR072W	-1.5508902624
YIL019W	-1.5515315313
YNL273W	-1.5520012253
YKR050W	-1.5525713308
YDL014W	-1.5529811796
YKR086W	-1.5532396427
YDL127W	-1.5538404819
YBR246W	-1.5539111126
YBR231C	-1.5542981991
YER186C	-1.554310682
YER115C, YER116C	-1.5543975295
YLR420W	-1.5546892572
YFL046W	-1.5547392395
YIL070C	-1.5547887965
YIL010W	-1.5555235324
YML010W, YML009W-B	-1.5555246648
YLR287C	-1.555672867
YCR054C	-1.555836456
YDR127W	-1.5559082977
YGL022W	-1.5565030888
YNL121C	-1.556753474
YER159C	-1.5569188483
YJL092W	-1.5569840739
YDL035C	-1.5572114299
YOR212W	-1.557994744
YPL075W	-1.5581038538
YGL198W	-1.5582143998
YKL122C	-1.5583220513
YHR191C	-1.5585785998
YDR128W	-1.5589342982
YPL041C	-1.5589643253
YML098W	-1.5593218822
YGR203W	-1.5595414921
YGL056C	-1.5602561911
YIL030C	-1.5605541797
YLR182W	-1.5612694761
YGR033C	-1.5613235939
YDL102W	-1.561440543
YER172C	-1.5615566833
YCR015C	-1.5617995679
YDR152W	-1.5631697971
YHR081W	-1.5633462128
YGL114W	-1.5636380098
YAL026C-A, YAL026C	-1.5646112908
YDR017C	-1.5647338381
YGL126W	-1.5649205224
YLR272C	-1.5652263069
YER055C	-1.5654918985
YKR065C	-1.5659648435
YDL209C	-1.5663316929
YER151C	-1.5670104277
YMR129W	-1.567298031
YDR443C	-1.5675371208
YML110C	-1.5685998985
YDL104C	-1.5693937925
YLL055W	-1.5695981498
YLR243W	-1.5705998072
YGL099W	-1.5707539216
YBR240C	-1.5708805643
YNL307C	-1.5710854362
YBL066C	-1.5713407808
YPR018W	-1.5713748366
YIL147C	-1.5720561616
YNR012W	-1.572272736
YOL019W-A	-1.5727043594
YPR006C	-1.5728506058
YKR028W	-1.5730374991
YPL019C	-1.5740096157
YGL256W	-1.574757036
YMR010W	-1.5750175326
YHR020W	-1.5750297809
YDR410C	-1.575187335
YDL164C	-1.575744657
YOR254C	-1.5759473818
YOR341W	-1.5763672612
YNR003C	-1.5763796309
YIL090W	-1.5764183737
YJL024C	-1.5768254553
YCR083W	-1.5768782307
YHR121W	-1.5769242123
YPR010C	-1.5772347821
YML104C	-1.5772917603
YOR197W	-1.5774783885
YJR088C	-1.5790546596
YLR381W	-1.580512944
YDR499W	-1.5812248846
YER104W	-1.5812634044
YLR144C	-1.5814398844
YPL183W-A	-1.5818457206
YOL051W	-1.5821058049
YJR056C	-1.5828876802
YOL042W	-1.5832305251
YGR091W	-1.5835631181
YGR263C	-1.5850534244
YER002W	-1.585803078
YJL130C	-1.5858550176
YML099C	-1.586125569
YBL043W	-1.5862379994
YOL140W	-1.5865713332
YGR201C	-1.5871527433
YAL029C	-1.5877310779
YML075C	-1.5883780673
YGR030C	-1.5889719539
YLR147C	-1.5890766723
YMR125W	-1.5894358555
YML105C	-1.5896357384
YEL050C	-1.5899309646
YKL207W	-1.5911133975
YLR378C	-1.59161353
YJR113C	-1.5918228407
YNL262W	-1.5921159293
YGR095C	-1.5923407459
YHR084W	-1.5931556653
YNL314W	-1.5931913043
YBL104C	-1.5932432896
YMR214W	-1.5935244046
YJR024C	-1.5936136789
YBR195C	-1.5944600553
YLL014W	-1.5945886794
YJR142W	-1.5946305827
YHR108W	-1.5947751476
YKL176C	-1.5951412235
YPL038W	-1.5957274759
YOL147C	-1.5965325001
YEL037C	-1.5975638268
YFR036W	-1.5976209988
YGR211W	-1.5984353608
YER093C	-1.5987174375
YML056C, snR54	-1.5987690746
YDL111C	-1.5997531906
YFR041C	-1.6001334837
YJL101C	-1.6009625109
YJL180C	-1.6016250436
YDL141W	-1.6025401231
YOR154W	-1.602739646
YOR322C	-1.6027861382
YIL027C	-1.6041736663
YLR244C	-1.6044838849
YBR268W	-1.6048934852
YMR221C	-1.605839283
YPL129W	-1.6072622386
YOL004W	-1.6080851618
YNL231C	-1.6091958109
YLR268W	-1.6096868703
YKL209C	-1.6096977929
YLR429W	-1.6103585255
YLR028C	-1.6104373798
YNL052W	-1.612282282
YIL154C	-1.6123487688
YOR032W-A	-1.6129574325
YGR100W	-1.6130896232
YIL118W	-1.6134083952
YMR182W-A	-1.6135166454
YDL205C	-1.6138570202
YKL198C	-1.6138700328
YGR284C	-1.613998083
YHR206W	-1.6140003006
YDL217C	-1.6146162953
YKL187C	-1.6152356398
YOR149C	-1.6156174466
YCR033W	-1.6166669841
YLR347C	-1.6170265099
YDR026C	-1.6170397658
YKL018C-A	-1.6172922076
YDL178W	-1.6184122289
YDL121C	-1.6186659297
YGL143C	-1.6197178422
YJR135C	-1.619779565
YHR072W-A	-1.6204784029
YOR079C	-1.6206962792
YIR026C	-1.6207381389
YDR198C	-1.6213979056
YGR099W	-1.6219495017
YNL035C	-1.6223720196
YPL049C	-1.6235568798
YMR146C	-1.6236043808
YKR048C	-1.6244435456
YAL042W	-1.6244759451
YFR051C	-1.6244926697
YDR237W	-1.6245809336
YER118C	-1.6245833307
YDL048C	-1.6248648827
YNL166C	-1.625191012
YGL212W	-1.6254159429
YJL194W	-1.6255420105
YDL226C	-1.6256899215
YPL127C	-1.625917588
YJL126W	-1.6260217304
YOL112W	-1.626188872
YJR077C	-1.6265421041
YBR079C	-1.6268892179
YDR459C	-1.6277057171
YMR319C	-1.6284317033
YDL054C	-1.6288721857
YCL010C	-1.6294172356
YCR088W	-1.6300405185
YER083C	-1.6301448023
YDR325W	-1.6302418421
YPR034W	-1.6303048174
YLR357W	-1.6306561995
YGL142C	-1.6312494043
YKL014C	-1.631721935
YNL330C	-1.6317272507
YOR329C	-1.6321772414
YEL029C	-1.6321970084
YJR060W	-1.632957943
YFL026W	-1.6340896051
YOR346W	-1.6346044618
YNL188W	-1.6351254227
YDL008W	-1.6358063561
YHR119W	-1.6368104761
YLR442C	-1.6368106596
YFL025C	-1.6373804051
YCR093W	-1.6374520774
YDL173W	-1.6378530189
YDR195W	-1.6385281322
YOR234C	-1.6394442764
YIL020C-A, YIL020C	-1.6404717066
YPL266W	-1.6405658243
YBR187W	-1.640958474
YGL071W	-1.6423811635
YLR089C	-1.6432131959
YOR251C	-1.6437487394
YHR118C	-1.6443093691
YOR131C	-1.6468878241
YDR489W	-1.6469001066
YNL026W	-1.646949875
YPL126W	-1.6476863717
YMR047C	-1.6477987729
YBR146W	-1.6487008879
YHR115C	-1.6487591565
YGL194C-A	-1.6487623836
YLR188W	-1.6488576502
YDR294C	-1.6491597473
YJR001W	-1.6496016871
YNR030W	-1.6496824202
YFL034C-B	-1.6498511293
YNL298W	-1.6499160581
YNL053W	-1.6504599228
YNL301C	-1.6505771643
YBR007C	-1.6533158325
YGL064C	-1.6541332363
YBR036C	-1.654423814
YLR359W	-1.6544240334
YML072C	-1.6552731962
YOR295W	-1.6567970604
YLR116W	-1.6571607733
YIL109C	-1.6579971878
YHR069C	-1.65816898
YHR042W	-1.6582287989
YOR309C, YOR310C	-1.6583090043
YLR077W	-1.6584866136
YOL052C	-1.6585136885
YCR073C	-1.6585472091
YLR200W	-1.6594543572
YOR078W	-1.6594902669
YKR083C	-1.6596197978
YJR109C	-1.6596424336
YGL172W	-1.6601510977
YBR243C	-1.6605852303
YEL064C	-1.6607738835
YKL170W	-1.6610909905
YMR274C	-1.6612304647
YIR008C	-1.6618975255
YGR262C	-1.6625798421
YLR213C	-1.6630122379
YKL138C	-1.6631904303
YGR123C	-1.6637355739
YPL194W	-1.6639032244
YBR192W	-1.6644745476
YPL162C	-1.6645294612
