ensembl_transcript_id	ensembl_gene_id	external_gene_name
ENST00000364528	ENSG00000201398	U8
ENST00000364533	ENSG00000201403	SNORD14B
ENST00000364535	ENSG00000201405	Y_RNA
ENST00000364537	ENSG00000201407	SNORA68
ENST00000364540	ENSG00000201410	snoZ40
ENST00000364542	ENSG00000201412	Y_RNA
ENST00000364543	ENSG00000201413	RNA5SP141
ENST00000364545	ENSG00000201415	RNA5SP204
ENST00000364550	ENSG00000201420	RNA5SP512
ENST00000364551	ENSG00000201421	Y_RNA
ENST00000364553	ENSG00000201423	RN7SKP246
ENST00000364556	ENSG00000201426	Y_RNA
ENST00000364558	ENSG00000201428	RN7SKP71
ENST00000364561	ENSG00000201431	RNU6-1277P
ENST00000364562	ENSG00000201432	Y_RNA
ENST00000364563	ENSG00000201433	RNU6-335P
ENST00000364565	ENSG00000201435	RNU4-24P
ENST00000364566	ENSG00000201436	RNU6-660P
ENST00000364569	ENSG00000201439	RNU4-67P
ENST00000364570	ENSG00000201440	RNA5SP515
ENST00000364571	ENSG00000201441	RNU6-646P
ENST00000364572	ENSG00000201442	Y_RNA
ENST00000364573	ENSG00000201443	RNU6-309P
ENST00000364574	ENSG00000201444	RNU6-1082P
ENST00000364577	ENSG00000201447	RNA5SP509
ENST00000364578	ENSG00000201448	SNORA63C
ENST00000364581	ENSG00000201451	Y_RNA
ENST00000364582	ENSG00000201452	RNU6-1317P
ENST00000364587	ENSG00000201457	SNORA55
ENST00000364588	ENSG00000201458	RNU4-4P
ENST00000364594	ENSG00000201464	Y_RNA
ENST00000364595	ENSG00000201465	SNORA51
ENST00000364596	ENSG00000201466	Y_RNA
ENST00000364597	ENSG00000201467	SNORA16
ENST00000364599	ENSG00000201469	RNA5SP379
ENST00000364600	ENSG00000201470	RNY4P7
ENST00000364604	ENSG00000201474	RNU6-164P
ENST00000364606	ENSG00000201476	RNA5SP353
ENST00000364612	ENSG00000201482	SNORD115-17
ENST00000364613	ENSG00000201483	Y_RNA
ENST00000364617	ENSG00000201487	SNORD45B
ENST00000364619	ENSG00000201489	Y_RNA
ENST00000364621	ENSG00000201491	RNU4-75P
ENST00000364622	ENSG00000201492	RNA5SP78
ENST00000364623	ENSG00000201493	RNU1-141P
ENST00000364626	ENSG00000201496	RN7SKP275
ENST00000364628	ENSG00000201498	Y_RNA
ENST00000364629	ENSG00000201499	RNU6-312P
ENST00000364630	ENSG00000201500	SNORD113
ENST00000364631	ENSG00000201501	Y_RNA
ENST00000364632	ENSG00000201502	SNORD74
ENST00000364639	ENSG00000277818	Y_RNA
ENST00000364640	ENSG00000201510	RN7SKP217
ENST00000364641	ENSG00000201511	Y_RNA
ENST00000364642	ENSG00000201512	SNORA71C
ENST00000364646	ENSG00000201516	SNORA51
ENST00000364647	ENSG00000201517	RNU6-707P
ENST00000364648	ENSG00000201518	RNA5SP513
ENST00000364649	ENSG00000201519	RNU6-645P
ENST00000364653	ENSG00000201523	RNA5SP205
ENST00000364654	ENSG00000201524	RNU6-450P
ENST00000364657	ENSG00000201527	RNA5SP478
ENST00000364659	ENSG00000201529	Y_RNA
ENST00000364662	ENSG00000201532	RNA5SP194
ENST00000364663	ENSG00000201533	RN7SKP237
ENST00000364665	ENSG00000201535	Y_RNA
ENST00000364671	ENSG00000201541	SNORA1
ENST00000364672	ENSG00000201542	SNORA62
ENST00000364674	ENSG00000201544	SNORA16B
ENST00000364675	ENSG00000201545	RNU4-85P
ENST00000364677	ENSG00000201547	Y_RNA
ENST00000364678	ENSG00000201548	Y_RNA
ENST00000364679	ENSG00000201549	Y_RNA
ENST00000364680	ENSG00000201550	RNU6-726P
ENST00000364684	ENSG00000201554	Y_RNA
ENST00000364685	ENSG00000201555	Y_RNA
ENST00000364687	ENSG00000201557	SNORD114-15
ENST00000364688	ENSG00000201558	RNVU1-6
ENST00000364690	ENSG00000201560	RNU6-973P
ENST00000364693	ENSG00000201563	Y_RNA
ENST00000364694	ENSG00000201564	RN7SKP50
ENST00000364695	ENSG00000201565	Y_RNA
ENST00000364696	ENSG00000201566	Y_RNA
ENST00000364697	ENSG00000201567	RNA5SP510
ENST00000364699	ENSG00000201569	SNORD114-17
ENST00000364700	ENSG00000201570	RNU4-56P
ENST00000364703	ENSG00000201573	Y_RNA
ENST00000364704	ENSG00000201574	RNU1-93P
ENST00000364709	ENSG00000201579	RNU6-343P
ENST00000364711	ENSG00000201581	RN7SKP78
ENST00000364713	ENSG00000201583	RN7SKP191
ENST00000364714	ENSG00000201584	Y_RNA
ENST00000364716	ENSG00000201586	RNU6-593P
ENST00000364718	ENSG00000201588	RNA5S2
ENST00000364721	ENSG00000201591	RNU6-99P
ENST00000364722	ENSG00000201592	snoU2_19
ENST00000364724	ENSG00000201594	RNA5SP517
ENST00000364725	ENSG00000201595	RNA5SP132
ENST00000364726	ENSG00000201596	Y_RNA
ENST00000364728	ENSG00000201598	RNU6-219P
ENST00000364729	ENSG00000225091	SNORA71A
ENST00000364730	ENSG00000201600	RN7SKP124
ENST00000364732	ENSG00000201602	Y_RNA
ENST00000364734	ENSG00000201604	RNU6-740P
ENST00000364737	ENSG00000201607	RNU4-16P
ENST00000364738	ENSG00000201608	RNU4-42P
ENST00000364739	ENSG00000201609	RNU4-28P
ENST00000364740	ENSG00000201610	RNA5SP84
ENST00000364742	ENSG00000201612	RN7SKP15
ENST00000364743	ENSG00000201613	RNU6-200P
ENST00000364746	ENSG00000201616	RNU1-91P
ENST00000364748	ENSG00000201618	RNA5SP505
ENST00000364749	ENSG00000201619	SNORA67
ENST00000364750	ENSG00000201620	RNA5SP51
ENST00000364752	ENSG00000201622	RNU6-621P
ENST00000364753	ENSG00000201623	RNU6-923P
ENST00000364754	ENSG00000201624	Y_RNA
ENST00000364757	ENSG00000201627	Y_RNA
ENST00000364758	ENSG00000201628	RNU4-7P
ENST00000364763	ENSG00000201633	Y_RNA
ENST00000364764	ENSG00000201634	SNORD115-48
ENST00000364765	ENSG00000201635	Y_RNA
ENST00000364768	ENSG00000201638	RNY4P16
ENST00000364770	ENSG00000201640	RN7SKP28
ENST00000364771	ENSG00000201641	RNU6-1187P
ENST00000364772	ENSG00000201642	RNU6-865P
ENST00000364773	ENSG00000201643	SNORA14A
ENST00000364774	ENSG00000201644	Y_RNA
ENST00000364778	ENSG00000201648	RNU4-91P
ENST00000364779	ENSG00000201649	RNY4P34
ENST00000364784	ENSG00000201654	RNU6-7
ENST00000364788	ENSG00000201658	RNU6-283P
ENST00000364789	ENSG00000201659	RNU12-2P
ENST00000364790	ENSG00000201660	SNORA20
ENST00000364792	ENSG00000201662	RNU6-60P
ENST00000364793	ENSG00000201663	Y_RNA
ENST00000364795	ENSG00000201665	RN7SKP6
ENST00000364796	ENSG00000201666	SNORD74
ENST00000364798	ENSG00000201668	Y_RNA
ENST00000364801	ENSG00000201671	RNA5SP90
ENST00000364802	ENSG00000201672	SNORD113-4
ENST00000364804	ENSG00000201674	U3
ENST00000364805	ENSG00000201675	SNORD32A
ENST00000364806	ENSG00000201676	Y_RNA
ENST00000364809	ENSG00000201679	SNORD115-15
ENST00000364811	ENSG00000238490	Y_RNA
ENST00000364813	ENSG00000201683	Y_RNA
ENST00000364814	ENSG00000201684	RN7SKP239
ENST00000364817	ENSG00000201687	RNU6-1107P
ENST00000364819	ENSG00000201689	SNORD114-29
ENST00000364820	ENSG00000201690	RNY1P2
ENST00000364825	ENSG00000201695	RNA5SP334
ENST00000364829	ENSG00000201699	RNU1-59P
ENST00000364830	ENSG00000201700	SNORD113-3
ENST00000364831	ENSG00000201701	SNORA25
ENST00000364834	ENSG00000201704	RNA5SP396
ENST00000364837	ENSG00000201707	RNU6-818P
ENST00000364838	ENSG00000201708	RNA5SP359
ENST00000364839	ENSG00000201709	RNU6-686P
ENST00000364840	ENSG00000201710	SNORD113
ENST00000364841	ENSG00000201711	RNU6-1303P
ENST00000364843	ENSG00000201713	RNA5SP125
ENST00000364845	ENSG00000201715	RN7SKP133
ENST00000364849	ENSG00000254341	SNORD87
ENST00000364853	ENSG00000201723	Y_RNA
ENST00000364854	ENSG00000201724	Y_RNA
ENST00000364855	ENSG00000201725	RNU6-304P
ENST00000364857	ENSG00000201727	RNA5SP173
ENST00000364858	ENSG00000201728	RNA5SP479
ENST00000364863	ENSG00000201733	SNORA43
ENST00000364866	ENSG00000201736	RNA5SP160
ENST00000364867	ENSG00000201737	RNU1-133P
ENST00000364871	ENSG00000201741	Y_RNA
ENST00000364872	ENSG00000201742	RNU6-563P
ENST00000364874	ENSG00000201744	RNU6-34P
ENST00000364876	ENSG00000201746	RNU6-828P
ENST00000364877	ENSG00000201747	RNU6-534P
ENST00000364879	ENSG00000201749	Y_RNA
ENST00000364882	ENSG00000201752	RNU6-119P
ENST00000364884	ENSG00000201754	SNORD52
ENST00000364886	ENSG00000201756	Y_RNA
ENST00000364888	ENSG00000201758	RN7SKP55
ENST00000364891	ENSG00000201761	RNU6-336P
ENST00000364893	ENSG00000201763	RNA5SP267
ENST00000364896	ENSG00000201766	RNA5SP302
ENST00000364900	ENSG00000201770	RNU6-384P
ENST00000364902	ENSG00000201772	SNORA5C
ENST00000364904	ENSG00000201774	Y_RNA
ENST00000364905	ENSG00000201775	RNU6-1325P
ENST00000364908	ENSG00000201778	Y_RNA
ENST00000364910	ENSG00000201780	RNU6-275P
ENST00000364912	ENSG00000201782	RN7SKP226
ENST00000364915	ENSG00000201785	SNORD117
ENST00000364916	ENSG00000201786	Y_RNA
ENST00000364918	ENSG00000201788	Y_RNA
ENST00000364919	ENSG00000201789	RNU6-1071P
ENST00000364920	ENSG00000201790	RNA5SP189
ENST00000364921	ENSG00000201791	SNORA63
ENST00000364923	ENSG00000201793	RN7SKP9
ENST00000364924	ENSG00000201794	RN7SKP130
ENST00000364926	ENSG00000201796	RNU6-392P
ENST00000364930	ENSG00000201800	Y_RNA
ENST00000364931	ENSG00000201801	RNU5E-4P
ENST00000364935	ENSG00000201805	RNU6-1180P
ENST00000364936	ENSG00000201806	RNU4-8P
ENST00000364937	ENSG00000201807	SNORA27
ENST00000364938	ENSG00000274266	SNORA73A
ENST00000364939	ENSG00000201809	U8
ENST00000364940	ENSG00000201810	U8
ENST00000364941	ENSG00000201811	SNORA71
ENST00000364942	ENSG00000201812	RNA5SP488
ENST00000364943	ENSG00000201813	RNU6-915P
ENST00000364945	ENSG00000201815	RNU6-526P
ENST00000364946	ENSG00000201816	SNORA73
ENST00000364948	ENSG00000201818	RNY4P17
ENST00000364950	ENSG00000201820	Y_RNA
ENST00000364951	ENSG00000201821	RNU4-9P
ENST00000364952	ENSG00000201822	RNA5SP149
ENST00000364953	ENSG00000201823	SNORD48
ENST00000364955	ENSG00000201825	RNU6-1131P
ENST00000364956	ENSG00000201826	RNU6-867P
ENST00000364957	ENSG00000201827	SNORA33
ENST00000364960	ENSG00000201830	Y_RNA
ENST00000364961	ENSG00000201831	SNORD115-1
ENST00000364968	ENSG00000278261	SNORD1A
ENST00000364969	ENSG00000201839	SNORD114-3
ENST00000364973	ENSG00000201843	Y_RNA
ENST00000364976	ENSG00000201846	RNA5SP166
ENST00000364977	ENSG00000201847	SNORD31B
ENST00000364980	ENSG00000201850	Y_RNA
ENST00000364982	ENSG00000201852	RNU6-702P
ENST00000364986	ENSG00000201856	RNA5SP331
ENST00000364990	ENSG00000201860	Y_RNA
ENST00000364991	ENSG00000201861	RNA5SP298
ENST00000364992	ENSG00000276178	Y_RNA
ENST00000364993	ENSG00000201863	SNORA51
ENST00000364995	ENSG00000275072	SNORD50B
ENST00000364997	ENSG00000201867	Y_RNA
ENST00000364998	ENSG00000201868	Y_RNA
ENST00000364999	ENSG00000201869	RNU6-294P
ENST00000365005	ENSG00000201875	RN7SKP178
ENST00000365006	ENSG00000201876	RNA5SP97
ENST00000365011	ENSG00000201881	Y_RNA
ENST00000365012	ENSG00000201882	snoU2-30
ENST00000365014	ENSG00000201884	Y_RNA
ENST00000365015	ENSG00000201885	Y_RNA
ENST00000365022	ENSG00000201892	Y_RNA
ENST00000365024	ENSG00000201894	RNU6-967P
ENST00000365026	ENSG00000201896	RN7SKP153
ENST00000365028	ENSG00000201898	SNORA72
ENST00000365029	ENSG00000201899	SNORD114-24
ENST00000365030	ENSG00000201900	RNY1P13
ENST00000365031	ENSG00000201901	RN7SKP48
ENST00000365032	ENSG00000274309	SNORA71E
ENST00000365037	ENSG00000201907	SNORD115-38
ENST00000365039	ENSG00000201909	RNU6-590P
ENST00000365040	ENSG00000201910	RNU1-140P
ENST00000365042	ENSG00000201912	RN7SKP189
ENST00000365043	ENSG00000201913	Y_RNA
ENST00000365046	ENSG00000201916	Y_RNA
ENST00000365049	ENSG00000201919	RNU6-1022P
ENST00000365050	ENSG00000201920	RNA5SP442
ENST00000365052	ENSG00000201922	RNU1-43P
ENST00000365053	ENSG00000201923	RNA5SP485
ENST00000365055	ENSG00000201925	RNA5S15
ENST00000365061	ENSG00000201931	RNA5SP172
ENST00000365063	ENSG00000201933	Y_RNA
ENST00000365067	ENSG00000275524	SNORD115-26
ENST00000365068	ENSG00000201938	Y_RNA
ENST00000365069	ENSG00000201939	RNA5SP224
ENST00000365072	ENSG00000201942	RNA5SP363
ENST00000365073	ENSG00000201943	SNORD115-10
ENST00000365074	ENSG00000201944	SNORA72
ENST00000365075	ENSG00000201945	SNORA70
ENST00000365080	ENSG00000201950	SNORD113-9
ENST00000365084	ENSG00000201954	RNU6-673P
ENST00000365085	ENSG00000201955	RNY3P1
ENST00000365087	ENSG00000201957	SNORA25
ENST00000365089	ENSG00000201959	Y_RNA
ENST00000365092	ENSG00000201962	RNA5SP126
ENST00000365095	ENSG00000201965	Y_RNA
ENST00000365096	ENSG00000201966	RNA5-8SP4
ENST00000365097	ENSG00000201967	RN7SKP22
ENST00000365098	ENSG00000201968	RNA5SP138
ENST00000365099	ENSG00000201969	SNORD115-20
ENST00000365110	ENSG00000201980	SNORA62
ENST00000365114	ENSG00000201984	Y_RNA
ENST00000365117	ENSG00000201987	Y_RNA
ENST00000365118	ENSG00000201988	Y_RNA
ENST00000365120	ENSG00000201990	Y_RNA
ENST00000365122	ENSG00000201992	SNORD115-35
ENST00000365128	ENSG00000201998	SNORA23
ENST00000365129	ENSG00000201999	RNA5SP428
ENST00000365130	ENSG00000202000	RNU1-36P
ENST00000365131	ENSG00000202001	Y_RNA
ENST00000365138	ENSG00000202008	Y_RNA
ENST00000365144	ENSG00000202014	Y_RNA
ENST00000365146	ENSG00000202016	RNU6-619P
ENST00000365147	ENSG00000202017	RNU6-806P
ENST00000365149	ENSG00000202019	Y_RNA
ENST00000365151	ENSG00000202021	Y_RNA
ENST00000365153	ENSG00000202023	SNORD81
ENST00000365154	ENSG00000202024	RNU6-934P
ENST00000365155	ENSG00000202025	RNU6-1240P
ENST00000365156	ENSG00000202026	RNU6-1134P
ENST00000365157	ENSG00000202027	Y_RNA
ENST00000365159	ENSG00000202029	RNU6-580P
ENST00000365160	ENSG00000278815	Vault
ENST00000365161	ENSG00000202031	SNORD38A
ENST00000365164	ENSG00000202034	RNU6-399P
ENST00000365165	ENSG00000202035	Y_RNA
ENST00000365169	ENSG00000202039	RNU6-215P
ENST00000365171	ENSG00000202041	Y_RNA
ENST00000365172	ENSG00000277108	SNORD49B
ENST00000365174	ENSG00000202044	RNA5SP223
ENST00000365176	ENSG00000202046	Y_RNA
ENST00000365177	ENSG00000202047	RNA5SP324
ENST00000365178	ENSG00000202048	SNORD114-20
ENST00000365180	ENSG00000202050	RNU6-391P
ENST00000365181	ENSG00000202051	RNU6-382P
ENST00000365184	ENSG00000202054	RNA5SP152
ENST00000365186	ENSG00000202056	RNA5SP19
ENST00000365188	ENSG00000202058	RN7SKP80
ENST00000365189	ENSG00000202059	SNORA1
ENST00000365190	ENSG00000202060	RNA5SP455
ENST00000365193	ENSG00000202063	RNA5SP79
ENST00000365199	ENSG00000202069	RNU4-66P
ENST00000365200	ENSG00000202070	RNU6-1175P
ENST00000365201	ENSG00000202071	Y_RNA
ENST00000365204	ENSG00000202074	RNU6-715P
ENST00000365208	ENSG00000202078	Y_RNA
ENST00000365209	ENSG00000202079	Y_RNA
ENST00000365211	ENSG00000202081	RNU6-1280P
ENST00000365212	ENSG00000202082	RNU6-290P
ENST00000365219	ENSG00000202089	RNU6-1306P
ENST00000365222	ENSG00000202092	RNA5SP190
ENST00000365223	ENSG00000202093	SNORD58C
ENST00000365225	ENSG00000202095	RNU6-1172P
ENST00000365229	ENSG00000202099	RNU6-234P
ENST00000365230	ENSG00000202100	Y_RNA
ENST00000365233	ENSG00000202103	RNU4-12P
ENST00000365241	ENSG00000202111	VTRNA1-2
ENST00000365242	ENSG00000202112	RNU6-690P
ENST00000365249	ENSG00000202119	RNU6-302P
ENST00000365254	ENSG00000202124	RNY4P3
ENST00000365255	ENSG00000202125	RNU1-100P
ENST00000365267	ENSG00000202137	Y_RNA
ENST00000365271	ENSG00000202141	Y_RNA
ENST00000365272	ENSG00000202142	SNORD114-18
ENST00000365274	ENSG00000202144	Y_RNA
ENST00000365276	ENSG00000202146	Y_RNA
ENST00000365277	ENSG00000202147	RNA5SP329
ENST00000365280	ENSG00000202150	RNU6-407P
ENST00000365281	ENSG00000202151	RNY4P28
ENST00000365287	ENSG00000202157	RNU4-11P
ENST00000365289	ENSG00000202159	RNU6-742P
ENST00000365290	ENSG00000202160	RNU5E-7P
ENST00000365294	ENSG00000202164	RNA5SP117
ENST00000365297	ENSG00000202167	RNU1-114P
ENST00000365299	ENSG00000202169	Y_RNA
ENST00000365302	ENSG00000202172	RNU6-1327P
ENST00000365304	ENSG00000202174	RNA5-8SP5
ENST00000365305	ENSG00000202175	RNA5SP128
ENST00000365306	ENSG00000278089	SNORD115-7
ENST00000365307	ENSG00000202177	Y_RNA
ENST00000365312	ENSG00000202182	Y_RNA
ENST00000365313	ENSG00000202183	SNORA4
ENST00000365314	ENSG00000202184	RNU6-1283P
ENST00000365316	ENSG00000202186	RNU6-497P
ENST00000365317	ENSG00000202187	RNA5SP355
ENST00000365318	ENSG00000202188	SNORD115-31
ENST00000365319	ENSG00000202189	SNORA30B
ENST00000365320	ENSG00000202190	Y_RNA
ENST00000365321	ENSG00000202191	SNORD113-1
ENST00000365323	ENSG00000202193	RNA5SP427
ENST00000365325	ENSG00000202195	Y_RNA
ENST00000365328	ENSG00000202198	7SK
ENST00000365329	ENSG00000202199	RNU1-115P
ENST00000365330	ENSG00000202200	Y_RNA
ENST00000365335	ENSG00000202205	RNU6-1034P
ENST00000365336	ENSG00000202206	RNU6-169P
ENST00000365341	ENSG00000202211	Y_RNA
ENST00000365345	ENSG00000202215	RNU1-51P
ENST00000365346	ENSG00000202216	SNORA17
ENST00000365347	ENSG00000202217	RN7SKP47
ENST00000365352	ENSG00000202222	Y_RNA
ENST00000365354	ENSG00000202224	Y_RNA
ENST00000365355	ENSG00000202225	RNA5SP240
ENST00000365357	ENSG00000202227	RNU6-282P
ENST00000365359	ENSG00000202229	RNU6-1138P
ENST00000365361	ENSG00000202231	SNORA9
ENST00000365363	ENSG00000202233	U3
ENST00000365367	ENSG00000202237	RNU6-53P
ENST00000365369	ENSG00000202239	RNU6-396P
ENST00000365370	ENSG00000202240	RNU6-737P
ENST00000365371	ENSG00000202241	RN7SKP186
ENST00000365372	ENSG00000202242	RNU6-1276P
ENST00000365375	ENSG00000202245	RNU6-728P
ENST00000365378	ENSG00000202248	RNA5SP85
ENST00000365379	ENSG00000202249	RNU5E-5P
ENST00000365380	ENSG00000202250	RNU6-443P
ENST00000365381	ENSG00000202251	Y_RNA
ENST00000365382	ENSG00000202252	SNORD14C
ENST00000365384	ENSG00000202254	Y_RNA
ENST00000365385	ENSG00000202255	Y_RNA
ENST00000365387	ENSG00000202257	RNA5S16
ENST00000365389	ENSG00000202259	RNU6-1318P
ENST00000365390	ENSG00000202260	RN7SKP69
ENST00000365391	ENSG00000202261	SNORD115-44
ENST00000365393	ENSG00000202263	RNA5SP22
ENST00000365394	ENSG00000202264	RNA5SP77
ENST00000365395	ENSG00000202265	RNU6-596P
ENST00000365398	ENSG00000202268	U3
ENST00000365399	ENSG00000202269	U8
ENST00000365400	ENSG00000202270	SNORD114-12
ENST00000365402	ENSG00000202272	Y_RNA
ENST00000365403	ENSG00000202273	Y_RNA
ENST00000365405	ENSG00000202275	SNORD51
ENST00000365406	ENSG00000202276	Y_RNA
ENST00000365409	ENSG00000202279	Y_RNA
ENST00000365411	ENSG00000202281	RNA5SP235
ENST00000365413	ENSG00000202283	SNORA33
ENST00000365415	ENSG00000202285	RNU6-117P
ENST00000365420	ENSG00000202290	RNA5SP37
ENST00000365423	ENSG00000202293	SNORD114-22
ENST00000365426	ENSG00000202296	RNU6-1335P
ENST00000365427	ENSG00000202297	RNY3P12
ENST00000365430	ENSG00000202300	RNU6-487P
ENST00000365434	ENSG00000202304	RNU6-1130P
ENST00000365436	ENSG00000202306	Y_RNA
ENST00000365438	ENSG00000202308	RNU6-996P
ENST00000365439	ENSG00000202309	Y_RNA
ENST00000365440	ENSG00000202310	Y_RNA
ENST00000365443	ENSG00000202313	RNU1-64P
ENST00000365444	ENSG00000202314	SNORD6
ENST00000365447	ENSG00000202317	RNU1-84P
ENST00000365448	ENSG00000202318	Y_RNA
ENST00000365452	ENSG00000202322	RNA5SP131
ENST00000365454	ENSG00000202324	RNA5SP366
ENST00000365459	ENSG00000202329	RNU6-609P
ENST00000365461	ENSG00000202331	RNA5SP167
ENST00000365462	ENSG00000202332	Y_RNA
ENST00000365464	ENSG00000202334	RNA5SP238
ENST00000365465	ENSG00000202335	SNORD50
ENST00000365466	ENSG00000202336	RNU6-359P
ENST00000365467	ENSG00000202337	RNU6-8
ENST00000365469	ENSG00000202339	RNU4-45P
ENST00000365471	ENSG00000202341	RNU6-1051P
ENST00000365473	ENSG00000202343	SNORA2
ENST00000365474	ENSG00000202344	RN7SKP208
ENST00000365475	ENSG00000202345	Y_RNA
ENST00000365477	ENSG00000202347	RNU1-16P
ENST00000365480	ENSG00000202350	RNU6-326P
ENST00000365481	ENSG00000202351	RN7SKP204
ENST00000365484	ENSG00000202354	RNY3
ENST00000365486	ENSG00000202356	RNA5SP277
ENST00000365487	ENSG00000202357	Y_RNA
ENST00000365488	ENSG00000202358	RNU6-652P
ENST00000365490	ENSG00000202360	RN7SKP249
ENST00000365491	ENSG00000202361	Y_RNA
ENST00000365493	ENSG00000202363	SNORA62
ENST00000365498	ENSG00000202368	Y_RNA
ENST00000365503	ENSG00000202373	SNORD115-43
ENST00000365504	ENSG00000202374	SNORA62
ENST00000365507	ENSG00000202377	SNORA25B
ENST00000365509	ENSG00000202379	SNORA70
ENST00000365510	ENSG00000202380	RNU1-55P
ENST00000365512	ENSG00000202382	Y_RNA
ENST00000365513	ENSG00000202383	RNA5SP279
ENST00000365515	ENSG00000202385	Y_RNA
ENST00000365516	ENSG00000202386	RNA5SP211
ENST00000365518	ENSG00000202388	Y_RNA
ENST00000365519	ENSG00000202389	SNORA70
ENST00000365522	ENSG00000202392	RN7SKP292
ENST00000365525	ENSG00000202395	RN7SKP1
ENST00000365528	ENSG00000202398	RNU6-61P
ENST00000365529	ENSG00000202399	Y_RNA
ENST00000365530	ENSG00000202400	SNORD82
ENST00000365532	ENSG00000202402	Y_RNA
ENST00000365536	ENSG00000202406	RN7SKP187
ENST00000365537	ENSG00000202407	Y_RNA
ENST00000365538	ENSG00000202408	RNU1-122P
ENST00000365540	ENSG00000202410	Y_RNA
ENST00000365541	ENSG00000202411	RNA5SP259
ENST00000365542	ENSG00000202412	RNY3P13
ENST00000365544	ENSG00000202414	Y_RNA
ENST00000365545	ENSG00000202415	RN7SKP269
ENST00000365547	ENSG00000202417	Y_RNA
ENST00000365552	ENSG00000202422	RNA5SP30
ENST00000365553	ENSG00000202423	RNU6-827P
ENST00000365557	ENSG00000202427	RNU6-744P
ENST00000365558	ENSG00000202428	RNU6-108P
ENST00000365559	ENSG00000202429	RNU4-48P
ENST00000365560	ENSG00000202430	RNA5SP88
ENST00000365561	ENSG00000202431	RNU6-438P
ENST00000365563	ENSG00000202433	RNU6-54P
ENST00000365564	ENSG00000202434	SNORA4
ENST00000365568	ENSG00000202438	Y_RNA
ENST00000365570	ENSG00000202440	SNORD42
ENST00000365571	ENSG00000202441	RNY4P10
ENST00000365574	ENSG00000202444	RNU5E-6P
ENST00000365575	ENSG00000202445	RNU6-669P
ENST00000365579	ENSG00000202449	SNORA63
ENST00000365589	ENSG00000202459	Y_RNA
ENST00000365591	ENSG00000202461	Y_RNA
ENST00000365598	ENSG00000202468	RNU4-17P
ENST00000365599	ENSG00000202469	Y_RNA
ENST00000365600	ENSG00000202470	Y_RNA
ENST00000365601	ENSG00000202471	RNU4-20P
ENST00000365602	ENSG00000202472	RNA5SP248
ENST00000365603	ENSG00000202473	RN7SKP81
ENST00000365604	ENSG00000202474	RNA5SP283
ENST00000365606	ENSG00000202476	Y_RNA
ENST00000365607	ENSG00000275043	SNORD25
ENST00000365608	ENSG00000202478	RNU6-81P
ENST00000365609	ENSG00000202479	SNORD14
ENST00000365612	ENSG00000273788	U3
ENST00000365615	ENSG00000202485	RNU6-499P
ENST00000365620	ENSG00000202490	RNU6-597P
ENST00000365621	ENSG00000202491	RNU6-716P
ENST00000365625	ENSG00000202495	Y_RNA
ENST00000365627	ENSG00000202497	RNU6-898P
ENST00000365628	ENSG00000202498	SNORD116
ENST00000365629	ENSG00000202499	SNORD115-36
ENST00000365632	ENSG00000202502	RNA5SP151
ENST00000365633	ENSG00000202503	SNORD34
ENST00000365638	ENSG00000202508	Y_RNA
ENST00000365642	ENSG00000202512	RN7SKP230
ENST00000365643	ENSG00000202513	RNU6-805P
ENST00000365644	ENSG00000202514	Y_RNA
ENST00000365645	ENSG00000202515	VTRNA1-3
ENST00000365647	ENSG00000202517	SNORA64
ENST00000365651	ENSG00000202521	RNA5S7
ENST00000365652	ENSG00000202522	Y_RNA
ENST00000365653	ENSG00000202523	Y_RNA
ENST00000365656	ENSG00000202526	RNA5S13
ENST00000365658	ENSG00000202528	RNU6-650P
ENST00000365659	ENSG00000202529	SNORD18B
ENST00000365662	ENSG00000202532	RNU6-395P
ENST00000365663	ENSG00000202533	Y_RNA
