ensembl_transcript_id	ensembl_gene_id	external_gene_name
ENST00000363282	ENSG00000200152	RNU6-216P
ENST00000363283	ENSG00000200153	RNU6-23P
ENST00000363286	ENSG00000200156	RNU5B-1
ENST00000363291	ENSG00000200161	RN7SKP145
ENST00000363292	ENSG00000200162	Y_RNA
ENST00000363293	ENSG00000200163	SNORD115-18
ENST00000363294	ENSG00000200164	Y_RNA
ENST00000363298	ENSG00000200168	RNA5SP350
ENST00000363299	ENSG00000200169	RNU5D-1
ENST00000363300	ENSG00000200170	Y_RNA
ENST00000363301	ENSG00000200171	Y_RNA
ENST00000363304	ENSG00000200174	Y_RNA
ENST00000363305	ENSG00000200175	RNU6-1309P
ENST00000363306	ENSG00000200176	RNU1-19P
ENST00000363309	ENSG00000200179	Y_RNA
ENST00000363312	ENSG00000277925	Telomerase-vert
ENST00000363313	ENSG00000200183	RNU6-238P
ENST00000363314	ENSG00000200184	RNU1-20P
ENST00000363315	ENSG00000274091	SNORD1C
ENST00000363319	ENSG00000200189	RNU6-832P
ENST00000363321	ENSG00000200191	U8
ENST00000363327	ENSG00000200197	RNU1-21P
ENST00000363328	ENSG00000200198	RN7SKP211
ENST00000363331	ENSG00000200201	Y_RNA
ENST00000363334	ENSG00000200204	RNU1-22P
ENST00000363336	ENSG00000200206	SNORD74
ENST00000363338	ENSG00000200208	Y_RNA
ENST00000363339	ENSG00000200209	Y_RNA
ENST00000363341	ENSG00000200211	RNY4P27
ENST00000363343	ENSG00000200213	RNU6-992P
ENST00000363345	ENSG00000200215	SNORD113-6
ENST00000363346	ENSG00000200216	RNU6-745P
ENST00000363347	ENSG00000200217	RNU6-839P
ENST00000363348	ENSG00000200218	RNU6-697P
ENST00000363350	ENSG00000200220	RNU6-179P
ENST00000363352	ENSG00000200222	U3
ENST00000363354	ENSG00000200224	RNU6-626P
ENST00000363355	ENSG00000200225	RNA5SP382
ENST00000363357	ENSG00000200227	RNA5SP197
ENST00000363358	ENSG00000273835	SNORD115-13
ENST00000363361	ENSG00000200231	RNU1-23P
ENST00000363365	ENSG00000200235	SNORA27
ENST00000363367	ENSG00000200237	SNORA70
ENST00000363368	ENSG00000200238	RNA5SP133
ENST00000363371	ENSG00000200241	Y_RNA
ENST00000363373	ENSG00000200243	RN7SKP79
ENST00000363376	ENSG00000200246	RNA5SP263
ENST00000363377	ENSG00000200247	RNU6-254P
ENST00000363378	ENSG00000200248	RNA5SP214
ENST00000363380	ENSG00000200250	RNU6-1147P
ENST00000363382	ENSG00000200252	Y_RNA
ENST00000363383	ENSG00000200253	RNU6-529P
ENST00000363384	ENSG00000200254	RNU6-536P
ENST00000363386	ENSG00000200256	Y_RNA
ENST00000363387	ENSG00000200257	RNU6-97P
ENST00000363389	ENSG00000200259	SNORD35A
ENST00000363391	ENSG00000200261	Y_RNA
ENST00000363392	ENSG00000200262	Y_RNA
ENST00000363397	ENSG00000200267	RNU6-66P
ENST00000363399	ENSG00000200269	RNU6-838P
ENST00000363400	ENSG00000275775	Y_RNA
ENST00000363404	ENSG00000200274	RNU4-32P
ENST00000363405	ENSG00000200275	RNA5SP199
ENST00000363408	ENSG00000200278	RNA5SP352
ENST00000363409	ENSG00000200279	SNORD114-10
ENST00000363411	ENSG00000200281	RNU6-624P
ENST00000363413	ENSG00000200283	Y_RNA
ENST00000363417	ENSG00000200287	Y_RNA
ENST00000363418	ENSG00000200288	SNORA18
ENST00000363421	ENSG00000200291	Y_RNA
ENST00000363423	ENSG00000200293	RNA5SP393
ENST00000363424	ENSG00000200294	SNORA36
ENST00000363425	ENSG00000200295	RNU6-527P
ENST00000363426	ENSG00000200296	RNU1-83P
ENST00000363428	ENSG00000200298	Y_RNA
ENST00000363431	ENSG00000200301	RNA5SP483
ENST00000363433	ENSG00000200303	RNU6-940P
ENST00000363434	ENSG00000200304	RNU6-1255P
ENST00000363435	ENSG00000200305	Y_RNA
ENST00000363439	ENSG00000200309	Y_RNA
ENST00000363440	ENSG00000200310	RNA5SP215
ENST00000363442	ENSG00000200312	RN7SKP255
ENST00000363443	ENSG00000200313	RNA5-8SP7
ENST00000363444	ENSG00000200314	Y_RNA
ENST00000363448	ENSG00000200318	U3
ENST00000363450	ENSG00000200320	SNORA63
ENST00000363455	ENSG00000200325	Y_RNA
ENST00000363456	ENSG00000200326	RNA5SP391
ENST00000363457	ENSG00000200327	RNA5SP62
ENST00000363461	ENSG00000200331	RNU6-183P
ENST00000363462	ENSG00000200332	Y_RNA
ENST00000363464	ENSG00000200334	Y_RNA
ENST00000363466	ENSG00000200336	RNA5SP333
ENST00000363468	ENSG00000200338	RNU1-49P
ENST00000363470	ENSG00000200340	RNU1-105P
ENST00000363473	ENSG00000200343	RNA5S8
ENST00000363474	ENSG00000200344	Y_RNA
ENST00000363475	ENSG00000200345	RNU6-485P
ENST00000363480	ENSG00000200350	RNU6-1285P
ENST00000363481	ENSG00000200351	Y_RNA
ENST00000363484	ENSG00000200354	SNORA71D
ENST00000363485	ENSG00000200355	SNORA72
ENST00000363486	ENSG00000200356	RNU6-833P
ENST00000363490	ENSG00000200360	RNU6-792P
ENST00000363491	ENSG00000200361	Y_RNA
ENST00000363496	ENSG00000200366	RNU6-511P
ENST00000363497	ENSG00000200367	SNORD113-8
ENST00000363499	ENSG00000200369	RNU6-666P
ENST00000363500	ENSG00000200370	RNA5S17
ENST00000363502	ENSG00000200372	RNU5E-8P
ENST00000363506	ENSG00000200376	RNU5E-10P
ENST00000363507	ENSG00000200377	SNORD56
ENST00000363508	ENSG00000200378	RNU5B-4P
ENST00000363509	ENSG00000200379	RN7SKP45
ENST00000363511	ENSG00000200381	RNA5S4
ENST00000363515	ENSG00000200385	SNORA42
ENST00000363518	ENSG00000200388	RNU6-618P
ENST00000363519	ENSG00000200389	RNU6-509P
ENST00000363520	ENSG00000200390	Y_RNA
ENST00000363521	ENSG00000200391	Y_RNA
ENST00000363523	ENSG00000200393	RNU6-698P
ENST00000363524	ENSG00000200394	SNORA38B
ENST00000363527	ENSG00000200397	Y_RNA
ENST00000363528	ENSG00000200398	SNORD115-24
ENST00000363533	ENSG00000200403	RNU6-1099P
ENST00000363536	ENSG00000200406	SNORD114-23
ENST00000363537	ENSG00000200407	RNU6-1169P
ENST00000363538	ENSG00000200408	RNA5SP74
ENST00000363541	ENSG00000200411	RNA5SP346
ENST00000363543	ENSG00000200413	SNORD114-26
ENST00000363548	ENSG00000200418	SNORA63
ENST00000363549	ENSG00000200419	Y_RNA
ENST00000363551	ENSG00000200421	Y_RNA
ENST00000363552	ENSG00000200422	SNORD45
ENST00000363554	ENSG00000200424	RNU6-1155P
ENST00000363557	ENSG00000200427	Y_RNA
ENST00000363558	ENSG00000200428	Y_RNA
ENST00000363561	ENSG00000200431	RNU4-81P
ENST00000363562	ENSG00000200432	Y_RNA
ENST00000363564	ENSG00000200434	RNA5-8SP2
ENST00000363566	ENSG00000200436	Y_RNA
ENST00000363567	ENSG00000200437	RNU6-799P
ENST00000363572	ENSG00000276643	SNORD45
ENST00000363573	ENSG00000200443	RNU6-1066P
ENST00000363574	ENSG00000200444	RNU6-1339P
ENST00000363576	ENSG00000200446	RNU6-1085P
ENST00000363578	ENSG00000200448	Y_RNA
ENST00000363585	ENSG00000200455	RNU6-1112P
ENST00000363586	ENSG00000200456	RNU6-1097P
ENST00000363592	ENSG00000200462	RNU6-727P
ENST00000363593	ENSG00000200463	SNORD118
ENST00000363598	ENSG00000200468	RNA5SP403
ENST00000363599	ENSG00000200469	RNU6-112P
ENST00000363601	ENSG00000200471	RNU6-1125P
ENST00000363602	ENSG00000200472	RN7SKP44
ENST00000363603	ENSG00000200473	RNA5SP507
ENST00000363605	ENSG00000200475	RN7SKP162
ENST00000363608	ENSG00000200478	SNORD115-41
ENST00000363610	ENSG00000200480	SNORD114-28
ENST00000363613	ENSG00000200483	RNU6-1017P
ENST00000363614	ENSG00000200484	RNU6-1244P
ENST00000363615	ENSG00000200485	Y_RNA
ENST00000363616	ENSG00000200486	SNORD115-11
ENST00000363617	ENSG00000200487	RNA5SP322
ENST00000363618	ENSG00000200488	RN7SKP203
ENST00000363622	ENSG00000200492	U3
ENST00000363624	ENSG00000200494	Y_RNA
ENST00000363625	ENSG00000200495	RNU6-1205P
ENST00000363626	ENSG00000200496	U8
ENST00000363632	ENSG00000200502	Y_RNA
ENST00000363633	ENSG00000200503	SNORD115-5
ENST00000363636	ENSG00000200506	Y_RNA
ENST00000363638	ENSG00000200508	Y_RNA
ENST00000363646	ENSG00000200516	RNA5SP378
ENST00000363650	ENSG00000200520	RNU6-1214P
ENST00000363651	ENSG00000200521	Y_RNA
ENST00000363652	ENSG00000200522	RNU6-957P
ENST00000363655	ENSG00000200525	RNU6-1209P
ENST00000363656	ENSG00000200526	RNY4P14
ENST00000363657	ENSG00000200527	RNA5SP457
ENST00000363658	ENSG00000200528	RNU6-1331P
ENST00000363660	ENSG00000200530	SNORD35B
ENST00000363664	ENSG00000200534	SNORA33
ENST00000363666	ENSG00000200536	SNORA25
ENST00000363667	ENSG00000200537	RNY4P6
ENST00000363668	ENSG00000200538	U3
ENST00000363673	ENSG00000260682	RN7SKP176
ENST00000363674	ENSG00000200544	Y_RNA
ENST00000363675	ENSG00000200545	U3
ENST00000363677	ENSG00000200547	Y_RNA
ENST00000363680	ENSG00000200550	RNU6-137P
ENST00000363682	ENSG00000200552	Y_RNA
ENST00000363683	ENSG00000200553	Y_RNA
ENST00000363684	ENSG00000200554	RNU6-1020P
ENST00000363685	ENSG00000200555	RNU6-525P
ENST00000363686	ENSG00000200556	RNU6-103P
ENST00000363688	ENSG00000200558	RNA5SP429
ENST00000363690	ENSG00000200560	RNU6-288P
ENST00000363693	ENSG00000200563	RNU6-640P
ENST00000363694	ENSG00000200564	SNORD115-39
ENST00000363696	ENSG00000200566	RNU5F-7P
ENST00000363700	ENSG00000200570	RNU6-829P
ENST00000363701	ENSG00000200571	RNU6-1284P
ENST00000363702	ENSG00000200572	Y_RNA
ENST00000363705	ENSG00000200575	RNU6-414P
ENST00000363709	ENSG00000200579	Y_RNA
ENST00000363717	ENSG00000200587	RNA5SP514
ENST00000363721	ENSG00000200591	Y_RNA
ENST00000363723	ENSG00000200593	SNORD115-33
ENST00000363724	ENSG00000200594	RNU6-824P
ENST00000363727	ENSG00000200597	RNU1-87P
ENST00000363730	ENSG00000200600	Y_RNA
ENST00000363731	ENSG00000200601	RNA5SP50
ENST00000363735	ENSG00000200605	Y_RNA
ENST00000363738	ENSG00000200608	SNORD114-11
ENST00000363740	ENSG00000200610	Y_RNA
ENST00000363742	ENSG00000200612	SNORD114-25
ENST00000363743	ENSG00000200613	RNA5SP349
ENST00000363745	ENSG00000200615	Y_RNA
ENST00000363746	ENSG00000200616	Y_RNA
ENST00000363749	ENSG00000200619	RNA5SP447
ENST00000363750	ENSG00000200620	SNORA7
ENST00000363752	ENSG00000200622	RNU6-1059P
ENST00000363753	ENSG00000200623	SNORD18A
ENST00000363754	ENSG00000200624	RNA5S6
ENST00000363756	ENSG00000200626	RNA5SP325
ENST00000363759	ENSG00000200629	RNY1P11
ENST00000363760	ENSG00000200630	Y_RNA
ENST00000363762	ENSG00000200632	SNORD113-7
ENST00000363765	ENSG00000200635	Y_RNA
ENST00000363766	ENSG00000200636	SNORD114-27
ENST00000363767	ENSG00000200637	RNU5F-3P
ENST00000363768	ENSG00000200638	SNORD115-37
ENST00000363775	ENSG00000200645	RNU6-1210P
ENST00000363776	ENSG00000200646	Y_RNA
ENST00000363778	ENSG00000200648	RNU6-226P
ENST00000363780	ENSG00000200650	RNA5SP114
ENST00000363781	ENSG00000200651	Y_RNA
ENST00000363782	ENSG00000200652	SNORA25
ENST00000363783	ENSG00000200653	RNU4-92P
ENST00000363786	ENSG00000200656	SNORA5B
ENST00000363791	ENSG00000200661	SNORD116-10
ENST00000363794	ENSG00000200664	Y_RNA
ENST00000363795	ENSG00000200665	RNU6-1188P
ENST00000363800	ENSG00000200670	RNU6-912P
ENST00000363803	ENSG00000200673	RN7SKP174
ENST00000363804	ENSG00000200674	RN7SKP160
ENST00000363807	ENSG00000200677	SNORD18
ENST00000363810	ENSG00000200680	SNORD115-4
ENST00000363811	ENSG00000200681	RNU6-263P
ENST00000363813	ENSG00000200683	RNU6-379P
ENST00000363815	ENSG00000200685	Y_RNA
ENST00000363816	ENSG00000200686	RNY3P3
ENST00000363817	ENSG00000200687	RNA5SP335
ENST00000363818	ENSG00000200688	Y_RNA
ENST00000363823	ENSG00000200693	U3
ENST00000363831	ENSG00000200701	RNU6-674P
ENST00000363832	ENSG00000200702	Y_RNA
ENST00000363833	ENSG00000200703	RNU6-873P
ENST00000363836	ENSG00000200706	SNORD45
ENST00000363838	ENSG00000200708	RN7SKP93
ENST00000363839	ENSG00000200709	RNA5SP27
ENST00000363841	ENSG00000200711	RNA5SP28
ENST00000363843	ENSG00000200713	RNU6-682P
ENST00000363844	ENSG00000200714	Y_RNA
ENST00000363848	ENSG00000200718	RN7SKP103
ENST00000363849	ENSG00000200719	RNA5SP260
ENST00000363850	ENSG00000200720	RNU6-931P
ENST00000363856	ENSG00000200726	SNORD115-8
ENST00000363858	ENSG00000200728	RNU6-271P
ENST00000363861	ENSG00000200731	RNU1-124P
ENST00000363862	ENSG00000200732	RNU6-194P
ENST00000363863	ENSG00000200733	SNORD38
ENST00000363867	ENSG00000200737	Y_RNA
ENST00000363868	ENSG00000200738	RNA5SP472
ENST00000363871	ENSG00000200741	RNA5SP161
ENST00000363872	ENSG00000200742	Y_RNA
ENST00000363875	ENSG00000200745	RNU1-31P
ENST00000363880	ENSG00000200750	Y_RNA
ENST00000363882	ENSG00000200752	Y_RNA
ENST00000363883	ENSG00000200753	SNORD56
ENST00000363884	ENSG00000200754	Y_RNA
ENST00000363885	ENSG00000200755	RNA5SP68
ENST00000363886	ENSG00000200756	RNU6-236P
ENST00000363887	ENSG00000200757	SNORD115-16
ENST00000363889	ENSG00000200759	RNU6-884P
ENST00000363891	ENSG00000200761	RN7SKP113
ENST00000363893	ENSG00000200763	RNU6-961P
ENST00000363894	ENSG00000200764	Y_RNA
ENST00000363899	ENSG00000200769	Y_RNA
ENST00000363904	ENSG00000200774	RNU6-478P
ENST00000363909	ENSG00000200779	RNU6-105P
ENST00000363913	ENSG00000200783	RN7SKP180
ENST00000363915	ENSG00000200785	SNORD8
ENST00000363916	ENSG00000200786	RNA5SP234
ENST00000363918	ENSG00000200788	Y_RNA
ENST00000363919	ENSG00000200789	RNU1-65P
ENST00000363920	ENSG00000200790	RNU6-631P
ENST00000363922	ENSG00000200792	SNORA80A
ENST00000363924	ENSG00000200794	RN7SKP250
ENST00000363925	ENSG00000200795	RNU4-1
ENST00000363926	ENSG00000200796	RNU6-753P
ENST00000363929	ENSG00000200799	RNU6-770P
ENST00000363930	ENSG00000200800	RNU1-130P
ENST00000363931	ENSG00000200801	SNORD115-28
ENST00000363936	ENSG00000200806	RNA5SP275
ENST00000363937	ENSG00000200807	RNU1-32P
ENST00000363942	ENSG00000200812	SNORD115-6
ENST00000363944	ENSG00000200814	RNU6-595P
ENST00000363945	ENSG00000200815	RNU6-1091P
ENST00000363946	ENSG00000200816	SNORA38
ENST00000363947	ENSG00000200817	RNU6-899P
ENST00000363948	ENSG00000200818	RNU6-1204P
ENST00000363952	ENSG00000200822	Y_RNA
ENST00000363953	ENSG00000200823	SNORD114-2
ENST00000363957	ENSG00000200827	RNU6-324P
ENST00000363959	ENSG00000200829	Y_RNA
ENST00000363960	ENSG00000200830	RN7SKP134
ENST00000363961	ENSG00000200831	SNORD36B
ENST00000363962	ENSG00000200832	SNORD114-4
ENST00000363964	ENSG00000200834	Y_RNA
ENST00000363969	ENSG00000200839	RNA5SP48
ENST00000363970	ENSG00000200840	RNU6-82P
ENST00000363972	ENSG00000200842	Y_RNA
ENST00000363977	ENSG00000200847	Y_RNA
ENST00000363979	ENSG00000200849	Y_RNA
ENST00000363981	ENSG00000275996	SNORD27
ENST00000363982	ENSG00000200852	RNA5SP499
ENST00000363985	ENSG00000200855	Y_RNA
ENST00000363987	ENSG00000200857	Y_RNA
ENST00000363990	ENSG00000200860	Y_RNA
ENST00000363997	ENSG00000200867	RN7SKP36
ENST00000363999	ENSG00000200869	RNU6-457P
ENST00000364001	ENSG00000200871	RNU6-810P
ENST00000364002	ENSG00000200872	RNA5SP456
ENST00000364003	ENSG00000200873	RNA5SP399
ENST00000364004	ENSG00000200874	Y_RNA
ENST00000364005	ENSG00000200875	RNU6-340P
ENST00000364007	ENSG00000200877	RNU6-560P
ENST00000364009	ENSG00000200879	SNORD14E
ENST00000364012	ENSG00000200882	RNU6-681P
ENST00000364013	ENSG00000200883	Y_RNA
ENST00000364014	ENSG00000200884	Y_RNA
ENST00000364015	ENSG00000200885	RNU1-146P
ENST00000364017	ENSG00000200887	RNU6-598P
ENST00000364018	ENSG00000200888	Y_RNA
ENST00000364019	ENSG00000200889	RNU4-13P
ENST00000364020	ENSG00000200890	RNA5SP99
ENST00000364021	ENSG00000200891	SNORD74
ENST00000364023	ENSG00000200893	RNU6-944P
ENST00000364025	ENSG00000200895	RN7SKP245
ENST00000364027	ENSG00000200897	SNORD74
ENST00000364028	ENSG00000200898	RNU6-1243P
ENST00000364032	ENSG00000200902	RNU6-627P
ENST00000364033	ENSG00000200903	RNU1-42P
ENST00000364036	ENSG00000200906	RNU6-854P
ENST00000364043	ENSG00000200913	SNORD46
ENST00000364044	ENSG00000200914	RNA5SP435
ENST00000364047	ENSG00000200917	RNU6-553P
ENST00000364052	ENSG00000200922	Y_RNA
ENST00000364054	ENSG00000200924	RNU6-1048P
ENST00000364056	ENSG00000200926	RNU6-960P
ENST00000364065	ENSG00000200935	RNU6-1090P
ENST00000364071	ENSG00000200941	RNU6-694P
ENST00000364072	ENSG00000200942	RNU6-501P
ENST00000364079	ENSG00000200949	SNORD115-32
ENST00000364083	ENSG00000200953	Y_RNA
ENST00000364087	ENSG00000200957	RNU6-801P
ENST00000364089	ENSG00000200959	SNORA74A
ENST00000364093	ENSG00000200963	RNU6-289P
ENST00000364096	ENSG00000200966	RN7SKP87
ENST00000364099	ENSG00000200969	SNORD95
ENST00000364102	ENSG00000200972	RNU5A-8P
ENST00000364104	ENSG00000200974	RNU4-87P
ENST00000364105	ENSG00000200975	RNU1-7P
ENST00000364106	ENSG00000200976	Y_RNA
ENST00000364112	ENSG00000200982	Y_RNA
ENST00000364113	ENSG00000200983	SNORA3A
ENST00000364115	ENSG00000200985	RNA5SP493
ENST00000364116	ENSG00000200986	RNU6-819P
ENST00000364117	ENSG00000200987	SNORD115-30
ENST00000364121	ENSG00000200991	SNORA25
ENST00000364127	ENSG00000200997	RNU1-85P
ENST00000364128	ENSG00000200998	Y_RNA
ENST00000364129	ENSG00000200999	SNORD74
ENST00000364130	ENSG00000201000	RNA5SP516
ENST00000364131	ENSG00000201001	RNU6-270P
ENST00000364133	ENSG00000201003	SNORA58
ENST00000364136	ENSG00000201006	Y_RNA
ENST00000364139	ENSG00000201009	SNORD46
ENST00000364140	ENSG00000201010	RN7SKP224
ENST00000364142	ENSG00000201012	Y_RNA
ENST00000364143	ENSG00000201013	Y_RNA
ENST00000364144	ENSG00000201014	RNA5SP232
ENST00000364145	ENSG00000201015	RNU6-280P
ENST00000364146	ENSG00000201016	RNU6-374P
ENST00000364151	ENSG00000201021	RNU6-743P
ENST00000364153	ENSG00000201023	RNY3P11
ENST00000364155	ENSG00000201025	SNORD74B
ENST00000364156	ENSG00000201026	Y_RNA
ENST00000364157	ENSG00000201027	RN7SKP107
ENST00000364158	ENSG00000201028	RNU6-151P
ENST00000364161	ENSG00000201031	Y_RNA
ENST00000364162	ENSG00000201032	RNU6-704P
ENST00000364163	ENSG00000201033	RNU1-96P
ENST00000364164	ENSG00000201034	Y_RNA
ENST00000364165	ENSG00000201035	RNA5SP469
ENST00000364166	ENSG00000201036	SNORD113
ENST00000364171	ENSG00000201041	RNA5SP242
ENST00000364172	ENSG00000201042	SNORA38
ENST00000364174	ENSG00000201044	RNU6-268P
ENST00000364177	ENSG00000201047	Y_RNA
ENST00000364178	ENSG00000201048	Y_RNA
ENST00000364180	ENSG00000201050	RNU6-668P
ENST00000364189	ENSG00000201059	RNA5SP336
ENST00000364195	ENSG00000201065	RNU6-461P
ENST00000364196	ENSG00000201066	RN7SKP280
ENST00000364200	ENSG00000201070	RNU4-84P
ENST00000364201	ENSG00000201071	Y_RNA
ENST00000364204	ENSG00000201074	Y_RNA
ENST00000364205	ENSG00000201075	Y_RNA
ENST00000364206	ENSG00000201076	RNU4-51P
ENST00000364207	ENSG00000201077	RNU6-188P
ENST00000364208	ENSG00000201078	RN7SKP214
ENST00000364214	ENSG00000201084	Y_RNA
ENST00000364215	ENSG00000201085	RNU6-173P
ENST00000364216	ENSG00000201086	RNA5SP394
ENST00000364218	ENSG00000201088	Y_RNA
ENST00000364225	ENSG00000201095	RNU6-266P
ENST00000364226	ENSG00000201096	RNA5SP387
ENST00000364227	ENSG00000201097	RNU6-366P
ENST00000364228	ENSG00000201098	RNY1
ENST00000364232	ENSG00000201102	Y_RNA
ENST00000364234	ENSG00000201104	RNU6-11P
ENST00000364239	ENSG00000201109	RNA5SP245
ENST00000364243	ENSG00000201113	RNU6-647P
ENST00000364244	ENSG00000201114	Y_RNA
ENST00000364248	ENSG00000201118	Y_RNA
ENST00000364249	ENSG00000201119	RNU1-33P
ENST00000364251	ENSG00000201121	RNY1P12
ENST00000364259	ENSG00000201129	SNORA58B
ENST00000364263	ENSG00000201133	SNORA4
ENST00000364264	ENSG00000201134	Y_RNA
ENST00000364265	ENSG00000201135	RNU6-777P
ENST00000364266	ENSG00000201136	RNU6-353P
ENST00000364268	ENSG00000275930	Y_RNA
ENST00000364270	ENSG00000201140	RN7SKP128
ENST00000364272	ENSG00000201142	RNVU1-8
ENST00000364273	ENSG00000201143	SNORD115-42
ENST00000364275	ENSG00000201145	RNA5SP175
ENST00000364278	ENSG00000201148	RNA5SP42
ENST00000364281	ENSG00000201151	SNORD56
ENST00000364283	ENSG00000201153	RNU6-371P
ENST00000364285	ENSG00000201155	RNU1-24P
ENST00000364287	ENSG00000201157	SNORA62
ENST00000364290	ENSG00000201160	Y_RNA
ENST00000364291	ENSG00000201161	RN7SKP10
ENST00000364292	ENSG00000201162	RNU6-454P
ENST00000364294	ENSG00000201164	RNU4-36P
ENST00000364295	ENSG00000201165	RNU6-1229P
ENST00000364298	ENSG00000201168	RNA5SP368
ENST00000364300	ENSG00000201170	RNU1-132P
ENST00000364306	ENSG00000201176	RNU6-853P
ENST00000364308	ENSG00000201178	Y_RNA
ENST00000364309	ENSG00000201179	RNU6-1322P
ENST00000364310	ENSG00000201180	RNU6-115P
ENST00000364312	ENSG00000201182	RNU6-670P
ENST00000364313	ENSG00000201183	RNVU1-3
ENST00000364314	ENSG00000201184	RNU4-68P
ENST00000364315	ENSG00000201185	RNA5SP202
ENST00000364316	ENSG00000201186	RNU4-33P
ENST00000364326	ENSG00000201196	Y_RNA
ENST00000364328	ENSG00000201198	RNU6-879P
ENST00000364329	ENSG00000275146	snoU2_19
ENST00000364331	ENSG00000201201	RN7SKP118
ENST00000364337	ENSG00000201207	Y_RNA
ENST00000364338	ENSG00000201208	Y_RNA
ENST00000364339	ENSG00000201209	SNORD42
ENST00000364340	ENSG00000201210	RNA5SP139
ENST00000364346	ENSG00000201216	Y_RNA
ENST00000364347	ENSG00000201217	Y_RNA
ENST00000364348	ENSG00000201218	Y_RNA
ENST00000364351	ENSG00000201221	RNU4-40P
ENST00000364353	ENSG00000201223	RNU6-1305P
ENST00000364358	ENSG00000201228	Y_RNA
ENST00000364359	ENSG00000201229	SNORA63D
ENST00000364361	ENSG00000201231	RNU4-50P
ENST00000364369	ENSG00000201239	Y_RNA
ENST00000364370	ENSG00000201240	SNORD114-9
ENST00000364371	ENSG00000201241	RNU6-978P
ENST00000364372	ENSG00000201242	RNY1P1
ENST00000364373	ENSG00000201243	RNU6-654P
ENST00000364375	ENSG00000201245	SNORA25
ENST00000364377	ENSG00000201247	SNORD114-13
ENST00000364383	ENSG00000201253	RNU4-10P
ENST00000364385	ENSG00000201255	RNU6-990P
ENST00000364390	ENSG00000201260	RNU6-1075P
ENST00000364393	ENSG00000201263	SNORD114-6
ENST00000364394	ENSG00000201264	SNORD73B
ENST00000364400	ENSG00000201270	RNU6-755P
ENST00000364401	ENSG00000201271	RNU1-112P
ENST00000364403	ENSG00000201273	RNU6-776P
ENST00000364404	ENSG00000201274	RNA5SP192
ENST00000364407	ENSG00000201277	Y_RNA
ENST00000364409	ENSG00000201279	Y_RNA
ENST00000364412	ENSG00000201282	Y_RNA
ENST00000364415	ENSG00000201285	5S_rRNA
ENST00000364417	ENSG00000201287	RN7SKP171
ENST00000364418	ENSG00000201288	RNU6-1047P
ENST00000364419	ENSG00000201289	RN7SKP76
ENST00000364421	ENSG00000201291	RNU1-34P
ENST00000364422	ENSG00000201292	RNU6-153P
ENST00000364424	ENSG00000201294	RNU6-1019P
ENST00000364426	ENSG00000201296	RNU4-41P
ENST00000364427	ENSG00000201297	Y_RNA
ENST00000364428	ENSG00000201298	RNU6-1164P
ENST00000364430	ENSG00000201300	SNORD115-27
ENST00000364431	ENSG00000201301	RNA5SP130
ENST00000364432	ENSG00000201302	SNORA65
ENST00000364438	ENSG00000201308	RNU6-512P
ENST00000364439	ENSG00000201309	Y_RNA
ENST00000364441	ENSG00000201311	Y_RNA
ENST00000364442	ENSG00000201312	RNA5SP72
ENST00000364444	ENSG00000201314	Y_RNA
ENST00000364445	ENSG00000201315	RN7SKP227
ENST00000364446	ENSG00000201316	SNORA7
ENST00000364447	ENSG00000201317	RNU4-59P
ENST00000364448	ENSG00000201318	SNORD114-30
ENST00000364451	ENSG00000201321	RNA5S9
ENST00000364454	ENSG00000201324	RNU6-361P
ENST00000364455	ENSG00000201325	RNA5SP142
ENST00000364456	ENSG00000201326	SNORD115-22
ENST00000364459	ENSG00000201329	U3
ENST00000364460	ENSG00000201330	SNORD32B
ENST00000364461	ENSG00000201331	SNORD115-23
ENST00000364469	ENSG00000201339	Y_RNA
ENST00000364470	ENSG00000201340	Y_RNA
ENST00000364471	ENSG00000201341	RNU6-421P
ENST00000364472	ENSG00000201342	RNU4-38P
ENST00000364473	ENSG00000201343	Y_RNA
ENST00000364476	ENSG00000201346	U3
ENST00000364477	ENSG00000201347	RNA5SP69
ENST00000364478	ENSG00000201348	RNU105B
ENST00000364481	ENSG00000201351	Y_RNA
ENST00000364484	ENSG00000201354	Y_RNA
ENST00000364485	ENSG00000201355	RNA5S14
ENST00000364486	ENSG00000201356	RNA5SP500
ENST00000364488	ENSG00000201358	RN7SKP193
ENST00000364491	ENSG00000201361	RNA5SP433
ENST00000364493	ENSG00000201363	Y_RNA
ENST00000364494	ENSG00000201364	RN7SKP37
ENST00000364495	ENSG00000201365	Y_RNA
ENST00000364497	ENSG00000201367	RNU6-522P
ENST00000364498	ENSG00000201368	U3
ENST00000364500	ENSG00000201370	Y_RNA
ENST00000364501	ENSG00000201371	Y_RNA
ENST00000364502	ENSG00000201372	RNU6-1251P
ENST00000364506	ENSG00000201376	SNORA70
ENST00000364507	ENSG00000201377	RNY4P23
ENST00000364509	ENSG00000201379	RNU4-76P
ENST00000364512	ENSG00000201382	RNU6-558P
ENST00000364514	ENSG00000201384	SNORA32
ENST00000364516	ENSG00000201386	RNU6-1163P
ENST00000364518	ENSG00000201388	SNORA68B
ENST00000364520	ENSG00000201390	RNU6-1141P
ENST00000364522	ENSG00000201392	RNU6-1078P
ENST00000364523	ENSG00000201393	SNORA71
ENST00000364524	ENSG00000201394	RNA5SP140
ENST00000364525	ENSG00000201395	RN7SKP257
