ensembl_gene_id	external_gene_name	salt	hog1DepSaltExt
YMR070W	MOT3	unresponsive	unresponsive
YMR071C	TVP18	unresponsive	unresponsive
YMR072W	ABF2	unresponsive	unresponsive
YMR073C	IRC21	unresponsive	unresponsive
YMR074C		unresponsive	unresponsive
YMR075C-A		unresponsive	unresponsive
YMR075W	RCO1	unresponsive	unresponsive
YMR077C	VPS20	unresponsive	unresponsive
YMR078C	CTF18	unresponsive	unresponsive
YMR079W	SEC14	unresponsive	unresponsive
YMR080C	NAM7	unresponsive	unresponsive
YMR082C		unresponsive	unresponsive
YMR086C-A		unresponsive	unresponsive
YMR086W	SEG1	unresponsive	unresponsive
YMR088C	VBA1	unresponsive	unresponsive
YMR089C	YTA12	unresponsive	unresponsive
YMR091C	NPL6	unresponsive	unresponsive
YMR094W	CTF13	unresponsive	unresponsive
YMR095C	SNO1	unresponsive	unresponsive
YMR096W	SNZ1	unresponsive	unresponsive
YMR097C	MTG1	unresponsive	unresponsive
YMR098C	ATP25	unresponsive	unresponsive
YMR099C		unresponsive	unresponsive
YMR100W	MUB1	unresponsive	unresponsive
YMR101C	SRT1	unresponsive	unresponsive
YMR102C		unresponsive	unresponsive
YMR105W-A		unresponsive	unresponsive
YMR106C	YKU80	unresponsive	unresponsive
YMR109W	MYO5	unresponsive	unresponsive
YMR111C		unresponsive	unresponsive
YMR112C	MED11	unresponsive	unresponsive
YMR113W	FOL3	unresponsive	unresponsive
YMR115W	MGR3	unresponsive	unresponsive
YMR117C	SPC24	unresponsive	unresponsive
YMR118C	SHH3	unresponsive	unresponsive
YMR119W	ASI1	unresponsive	unresponsive
YMR119W-A		unresponsive	unresponsive
YMR121C	RPL15B	unresponsive	unresponsive
YMR122C		unresponsive	unresponsive
YMR122W-A		unresponsive	unresponsive
YMR123W	PKR1	unresponsive	unresponsive
YMR124W	EPO1	unresponsive	unresponsive
YMR125W	STO1	unresponsive	unresponsive
YMR126C	DLT1	unresponsive	unresponsive
YMR129W	POM152	unresponsive	unresponsive
YMR130W		unresponsive	unresponsive
YMR132C	JLP2	unresponsive	unresponsive
YMR134W	ERG29	unresponsive	unresponsive
YMR136W	GAT2	unresponsive	unresponsive
YMR137C	PSO2	unresponsive	unresponsive
YMR144W		unresponsive	unresponsive
YMR145C	NDE1	unresponsive	unresponsive
YMR147W		unresponsive	unresponsive
YMR148W	OSW5	unresponsive	unresponsive
YMR149W	SWP1	unresponsive	unresponsive
YMR150C	IMP1	unresponsive	unresponsive
YMR151W	YIM2	unresponsive	unresponsive
YMR153C-A		unresponsive	unresponsive
YMR153W	NUP53	unresponsive	unresponsive
YMR154C	RIM13	unresponsive	unresponsive
YMR155W		unresponsive	unresponsive
YMR156C	TPP1	unresponsive	unresponsive
YMR157C	AIM36	unresponsive	unresponsive
YMR158C-A		unresponsive	unresponsive
YMR158W	MRPS8	unresponsive	unresponsive
YMR158W-B		unresponsive	unresponsive
YMR161W	HLJ1	unresponsive	unresponsive
YMR162C	DNF3	unresponsive	unresponsive
YMR163C	INP2	unresponsive	unresponsive
YMR164C	MSS11	unresponsive	unresponsive
YMR165C	PAH1	unresponsive	unresponsive
YMR166C		unresponsive	unresponsive
YMR167W	MLH1	unresponsive	unresponsive
YMR168C	CEP3	unresponsive	unresponsive
YMR171C	EAR1	unresponsive	unresponsive
YMR172C-A		unresponsive	unresponsive
YMR172W	HOT1	unresponsive	unresponsive
YMR176W	ECM5	unresponsive	unresponsive
YMR177W	MMT1	unresponsive	unresponsive
YMR178W		unresponsive	unresponsive
YMR179W	SPT21	unresponsive	unresponsive
YMR180C	CTL1	unresponsive	unresponsive
YMR182C	RGM1	unresponsive	unresponsive
YMR182W-A		unresponsive	unresponsive
YMR183C	SSO2	unresponsive	unresponsive
YMR184W	ADD37	unresponsive	unresponsive
YMR186W	HSC82	unresponsive	unresponsive
YMR187C		unresponsive	unresponsive
YMR188C	MRPS17	unresponsive	unresponsive
YMR189W	GCV2	unresponsive	unresponsive
YMR190C	SGS1	unresponsive	unresponsive
YMR192W	GYL1	unresponsive	unresponsive
YMR193C-A		unresponsive	unresponsive
YMR193W	MRPL24	unresponsive	unresponsive
YMR194C-A		unresponsive	unresponsive
YMR197C	VTI1	unresponsive	unresponsive
YMR198W	CIK1	unresponsive	unresponsive
YMR199W	CLN1	unresponsive	unresponsive
YMR200W	ROT1	unresponsive	unresponsive
YMR201C	RAD14	unresponsive	unresponsive
YMR203W	TOM40	unresponsive	unresponsive
YMR204C	INP1	unresponsive	unresponsive
YMR205C	PFK2	unresponsive	unresponsive
YMR207C	HFA1	unresponsive	unresponsive
YMR208W	ERG12	unresponsive	unresponsive
YMR209C		unresponsive	unresponsive
YMR210W		unresponsive	unresponsive
YMR211W	DML1	unresponsive	unresponsive
YMR212C	EFR3	unresponsive	unresponsive
YMR213W	CEF1	unresponsive	unresponsive
YMR214W	SCJ1	unresponsive	unresponsive
YMR216C	SKY1	unresponsive	unresponsive
YMR218C	TRS130	unresponsive	unresponsive
YMR219W	ESC1	unresponsive	unresponsive
YMR220W	ERG8	unresponsive	unresponsive
YMR221C		unresponsive	unresponsive
YMR222C	FSH2	unresponsive	unresponsive
YMR223W	UBP8	unresponsive	unresponsive
YMR224C	MRE11	unresponsive	unresponsive
YMR225C	MRPL44	unresponsive	unresponsive
YMR226C		unresponsive	unresponsive
YMR227C	TAF7	unresponsive	unresponsive
YMR228W	MTF1	unresponsive	unresponsive
YMR230W-A		unresponsive	unresponsive
YMR231W	PEP5	unresponsive	unresponsive
YMR232W	FUS2	unresponsive	unresponsive
YMR233W	TRI1	unresponsive	unresponsive
YMR234W	RNH1	unresponsive	unresponsive
YMR235C	RNA1	unresponsive	unresponsive
YMR236W	TAF9	unresponsive	unresponsive
YMR237W	BCH1	unresponsive	unresponsive
YMR238W	DFG5	unresponsive	unresponsive
YMR240C	CUS1	unresponsive	unresponsive
YMR242W-A		unresponsive	unresponsive
YMR244C-A	COA6	unresponsive	unresponsive
YMR244W		unresponsive	unresponsive
YMR245W		unresponsive	unresponsive
YMR247C	RKR1	unresponsive	unresponsive
YMR252C		unresponsive	unresponsive
YMR253C		unresponsive	unresponsive
YMR254C		unresponsive	unresponsive
YMR255W	GFD1	unresponsive	unresponsive
YMR256C	COX7	unresponsive	unresponsive
YMR257C	PET111	unresponsive	unresponsive
YMR258C	ROY1	unresponsive	unresponsive
YMR260C	TIF11	unresponsive	unresponsive
YMR263W	SAP30	unresponsive	unresponsive
YMR264W	CUE1	unresponsive	unresponsive
YMR265C		unresponsive	unresponsive
YMR266W	RSN1	unresponsive	unresponsive
YMR267W	PPA2	unresponsive	unresponsive
YMR268C	PRP24	unresponsive	unresponsive
YMR270C	RRN9	unresponsive	unresponsive
YMR272C	SCS7	unresponsive	unresponsive
YMR272W-A		unresponsive	unresponsive
YMR272W-B		unresponsive	unresponsive
YMR273C	ZDS1	unresponsive	unresponsive
YMR274C	RCE1	unresponsive	unresponsive
YMR275C	BUL1	unresponsive	unresponsive
YMR276W	DSK2	unresponsive	unresponsive
YMR277W	FCP1	unresponsive	unresponsive
YMR278W	PRM15	unresponsive	unresponsive
YMR279C		unresponsive	unresponsive
YMR281W	GPI12	unresponsive	unresponsive
YMR282C	AEP2	unresponsive	unresponsive
YMR283C	RIT1	unresponsive	unresponsive
YMR285C	NGL2	unresponsive	unresponsive
YMR286W	MRPL33	unresponsive	unresponsive
YMR287C	DSS1	unresponsive	unresponsive
YMR288W	HSH155	unresponsive	unresponsive
YMR289W	ABZ2	unresponsive	unresponsive
YMR290W-A		unresponsive	unresponsive
YMR293C	HER2	unresponsive	unresponsive
YMR294W	JNM1	unresponsive	unresponsive
YMR294W-A		unresponsive	unresponsive
YMR295C		unresponsive	unresponsive
YMR296C	LCB1	unresponsive	unresponsive
YMR297W	PRC1	unresponsive	unresponsive
YMR298W	LIP1	unresponsive	unresponsive
YMR299C	DYN3	unresponsive	unresponsive
YMR303C	ADH2	unresponsive	unresponsive
YMR306C-A		unresponsive	unresponsive
YMR306W	FKS3	unresponsive	unresponsive
YMR311C	GLC8	unresponsive	unresponsive
YMR313C	TGL3	unresponsive	unresponsive
YMR314W	PRE5	unresponsive	unresponsive
YMR315W-A		unresponsive	unresponsive
YMR316C-A		unresponsive	unresponsive
YMR316C-B		unresponsive	unresponsive
YMR317W		unresponsive	unresponsive
YMR318C	ADH6	unresponsive	unresponsive
YMR319C	FET4	unresponsive	unresponsive
YMR320W		unresponsive	unresponsive
YMR321C		unresponsive	unresponsive
YMR324C		unresponsive	unresponsive
YMR326C		unresponsive	unresponsive
YNL001W	DOM34	unresponsive	unresponsive
YNL003C	PET8	unresponsive	unresponsive
YNL004W	HRB1	unresponsive	unresponsive
YNL005C	MRP7	unresponsive	unresponsive
YNL006W	LST8	unresponsive	unresponsive
YNL008C	ASI3	unresponsive	unresponsive
YNL009W	IDP3	unresponsive	unresponsive
YNL010W		unresponsive	unresponsive
YNL012W	SPO1	unresponsive	unresponsive
YNL013C		unresponsive	unresponsive
YNL014W	HEF3	unresponsive	unresponsive
YNL016W	PUB1	unresponsive	unresponsive
YNL017C		unresponsive	unresponsive
YNL018C		unresponsive	unresponsive
YNL019C		unresponsive	unresponsive
YNL020C	ARK1	unresponsive	unresponsive
YNL021W	HDA1	unresponsive	unresponsive
YNL024C-A	KSH1	unresponsive	unresponsive
YNL026W	SAM50	unresponsive	unresponsive
YNL027W	CRZ1	unresponsive	unresponsive
YNL028W		unresponsive	unresponsive
YNL029C	KTR5	unresponsive	unresponsive
YNL030W	HHF2	unresponsive	unresponsive
YNL031C	HHT2	unresponsive	unresponsive
YNL032W	SIW14	unresponsive	unresponsive
YNL033W		unresponsive	unresponsive
YNL035C		unresponsive	unresponsive
YNL037C	IDH1	unresponsive	unresponsive
YNL038W	GPI15	unresponsive	unresponsive
YNL039W	BDP1	unresponsive	unresponsive
YNL040W		unresponsive	unresponsive
YNL041C	COG6	unresponsive	unresponsive
YNL043C		unresponsive	unresponsive
YNL044W	YIP3	unresponsive	unresponsive
YNL046W		unresponsive	unresponsive
YNL047C	SLM2	unresponsive	unresponsive
YNL048W	ALG11	unresponsive	unresponsive
YNL049C	SFB2	unresponsive	unresponsive
YNL050C		unresponsive	unresponsive
YNL051W	COG5	unresponsive	unresponsive
YNL052W	COX5A	unresponsive	unresponsive
YNL053W	MSG5	unresponsive	unresponsive
YNL054W	VAC7	unresponsive	unresponsive
YNL054W-A		unresponsive	unresponsive
YNL054W-B		unresponsive	unresponsive
YNL055C	POR1	unresponsive	unresponsive
YNL056W	OCA2	unresponsive	unresponsive
YNL057W		unresponsive	unresponsive
YNL058C		unresponsive	unresponsive
YNL059C	ARP5	unresponsive	unresponsive
YNL063W	MTQ1	unresponsive	unresponsive
YNL064C	YDJ1	unresponsive	unresponsive
YNL067W-A		unresponsive	unresponsive
YNL067W-B		unresponsive	unresponsive
YNL069C	RPL16B	unresponsive	unresponsive
YNL070W	TOM7	unresponsive	unresponsive
YNL071W	LAT1	unresponsive	unresponsive
YNL072W	RNH201	unresponsive	unresponsive
YNL073W	MSK1	unresponsive	unresponsive
YNL074C	MLF3	unresponsive	unresponsive
YNL076W	MKS1	unresponsive	unresponsive
YNL078W	NIS1	unresponsive	unresponsive
YNL079C	TPM1	unresponsive	unresponsive
YNL080C	EOS1	unresponsive	unresponsive
YNL081C	SWS2	unresponsive	unresponsive
YNL082W	PMS1	unresponsive	unresponsive
YNL083W	SAL1	unresponsive	unresponsive
YNL084C	END3	unresponsive	unresponsive
YNL085W	MKT1	unresponsive	unresponsive
YNL086W	SNN1	unresponsive	unresponsive
YNL088W	TOP2	unresponsive	unresponsive
YNL089C		unresponsive	unresponsive
YNL090W	RHO2	unresponsive	unresponsive
YNL091W	NST1	unresponsive	unresponsive
YNL094W	APP1	unresponsive	unresponsive
YNL097C-B		unresponsive	unresponsive
YNL099C	OCA1	unresponsive	unresponsive
YNL101W	AVT4	unresponsive	unresponsive
YNL103W	MET4	unresponsive	unresponsive
YNL103W-A		unresponsive	unresponsive
YNL104C	LEU4	unresponsive	unresponsive
YNL105W	RRT16	unresponsive	unresponsive
YNL106C	INP52	unresponsive	unresponsive
YNL107W	YAF9	unresponsive	unresponsive
YNL108C		unresponsive	unresponsive
YNL109W		unresponsive	unresponsive
YNL114C		unresponsive	unresponsive
YNL116W	DMA2	unresponsive	unresponsive
YNL118C	DCP2	unresponsive	unresponsive
YNL120C		unresponsive	unresponsive
YNL121C	TOM70	unresponsive	unresponsive
YNL122C		unresponsive	unresponsive
YNL127W	FAR11	unresponsive	unresponsive
YNL128W	TEP1	unresponsive	unresponsive
YNL129W	NRK1	unresponsive	unresponsive
YNL130C	CPT1	unresponsive	unresponsive
YNL130C-A	DGR1	unresponsive	unresponsive
YNL131W	TOM22	unresponsive	unresponsive
YNL133C	FYV6	unresponsive	unresponsive
YNL134C		unresponsive	unresponsive
YNL135C	FPR1	unresponsive	unresponsive
YNL136W	EAF7	unresponsive	unresponsive
YNL137C	NAM9	unresponsive	unresponsive
YNL138W	SRV2	unresponsive	unresponsive
YNL138W-A	YSF3	unresponsive	unresponsive
YNL139C	THO2	unresponsive	unresponsive
YNL140C		unresponsive	unresponsive
YNL142W	MEP2	unresponsive	unresponsive
YNL143C		unresponsive	unresponsive
YNL144W-A		unresponsive	unresponsive
YNL146W		unresponsive	unresponsive
YNL147W	LSM7	unresponsive	unresponsive
YNL148C	ALF1	unresponsive	unresponsive
YNL149C	PGA2	unresponsive	unresponsive
YNL150W		unresponsive	unresponsive
YNL152W	INN1	unresponsive	unresponsive
YNL153C	GIM3	unresponsive	unresponsive
YNL154C	YCK2	unresponsive	unresponsive
YNL155W	CUZ1	unresponsive	unresponsive
YNL157W	IGO1	unresponsive	unresponsive
YNL158W	PGA1	unresponsive	unresponsive
YNL161W	CBK1	unresponsive	unresponsive
YNL163C	RIA1	unresponsive	unresponsive
YNL165W		unresponsive	unresponsive
YNL166C	BNI5	unresponsive	unresponsive
YNL167C	SKO1	unresponsive	unresponsive
YNL168C	FMP41	unresponsive	unresponsive
YNL169C	PSD1	unresponsive	unresponsive
YNL170W		unresponsive	unresponsive
YNL171C		unresponsive	unresponsive
YNL172W	APC1	unresponsive	unresponsive
YNL173C	MDG1	unresponsive	unresponsive
YNL176C	TDA7	unresponsive	unresponsive
YNL177C	MRPL22	unresponsive	unresponsive
YNL179C		unresponsive	unresponsive
YNL180C	RHO5	unresponsive	unresponsive
YNL181W		unresponsive	unresponsive
YNL184C		unresponsive	unresponsive
YNL185C	MRPL19	unresponsive	unresponsive
YNL187W	SWT21	unresponsive	unresponsive
YNL189W	SRP1	unresponsive	unresponsive
YNL190W		unresponsive	unresponsive
YNL191W	DUG3	unresponsive	unresponsive
YNL197C	WHI3	unresponsive	unresponsive
YNL198C		unresponsive	unresponsive
YNL199C	GCR2	unresponsive	unresponsive
YNL201C	PSY2	unresponsive	unresponsive
YNL203C		unresponsive	unresponsive
YNL204C	SPS18	unresponsive	unresponsive
YNL205C		unresponsive	unresponsive
YNL206C	RTT106	unresponsive	unresponsive
YNL208W		unresponsive	unresponsive
YNL210W	MER1	unresponsive	unresponsive
YNL211C		unresponsive	unresponsive
YNL212W	VID27	unresponsive	unresponsive
YNL213C	RRG9	unresponsive	unresponsive
YNL215W	IES2	unresponsive	unresponsive
YNL216W	RAP1	unresponsive	unresponsive
YNL218W	MGS1	unresponsive	unresponsive
YNL219C	ALG9	unresponsive	unresponsive
YNL220W	ADE12	unresponsive	unresponsive
YNL222W	SSU72	unresponsive	unresponsive
YNL224C	SQS1	unresponsive	unresponsive
YNL225C	CNM67	unresponsive	unresponsive
YNL226W		unresponsive	unresponsive
YNL228W		unresponsive	unresponsive
YNL229C	URE2	unresponsive	unresponsive
YNL230C	ELA1	unresponsive	unresponsive
YNL231C	PDR16	unresponsive	unresponsive
YNL232W	CSL4	unresponsive	unresponsive
YNL233W	BNI4	unresponsive	unresponsive
YNL234W		unresponsive	unresponsive
YNL235C		unresponsive	unresponsive
YNL236W	SIN4	unresponsive	unresponsive
YNL238W	KEX2	unresponsive	unresponsive
YNL239W	LAP3	unresponsive	unresponsive
YNL243W	SLA2	unresponsive	unresponsive
YNL244C	SUI1	unresponsive	unresponsive
YNL245C	CWC25	unresponsive	unresponsive
YNL246W	VPS75	unresponsive	unresponsive
YNL249C	MPA43	unresponsive	unresponsive
YNL250W	RAD50	unresponsive	unresponsive
YNL251C	NRD1	unresponsive	unresponsive
YNL252C	MRPL17	unresponsive	unresponsive
YNL253W	TEX1	unresponsive	unresponsive
YNL254C	RTC4	unresponsive	unresponsive
YNL257C	SIP3	unresponsive	unresponsive
YNL258C	DSL1	unresponsive	unresponsive
YNL259C	ATX1	unresponsive	unresponsive
YNL260C	LTO1	unresponsive	unresponsive
YNL261W	ORC5	unresponsive	unresponsive
YNL262W	POL2	unresponsive	unresponsive
YNL263C	YIF1	unresponsive	unresponsive
YNL264C	PDR17	unresponsive	unresponsive
YNL265C	IST1	unresponsive	unresponsive
YNL266W		unresponsive	unresponsive
YNL267W	PIK1	unresponsive	unresponsive
YNL268W	LYP1	unresponsive	unresponsive
YNL269W	BSC4	unresponsive	unresponsive
YNL270C	ALP1	unresponsive	unresponsive
YNL271C	BNI1	unresponsive	unresponsive
YNL272C	SEC2	unresponsive	unresponsive
YNL273W	TOF1	unresponsive	unresponsive
YNL275W	BOR1	unresponsive	unresponsive
YNL276C		unresponsive	unresponsive
YNL277W	MET2	unresponsive	unresponsive
YNL277W-A		unresponsive	unresponsive
YNL278W	CAF120	unresponsive	unresponsive
YNL279W	PRM1	unresponsive	unresponsive
YNL280C	ERG24	unresponsive	unresponsive
YNL281W	HCH1	unresponsive	unresponsive
YNL283C	WSC2	unresponsive	unresponsive
YNL284C	MRPL10	unresponsive	unresponsive
YNL284C-A		unresponsive	unresponsive
YNL284C-B		unresponsive	unresponsive
YNL285W		unresponsive	unresponsive
YNL286W	CUS2	unresponsive	unresponsive
YNL287W	SEC21	unresponsive	unresponsive
YNL288W	CAF40	unresponsive	unresponsive
YNL289W	PCL1	unresponsive	unresponsive
YNL290W	RFC3	unresponsive	unresponsive
YNL291C	MID1	unresponsive	unresponsive
YNL293W	MSB3	unresponsive	unresponsive
YNL294C	RIM21	unresponsive	unresponsive
YNL295W		unresponsive	unresponsive
YNL296W		unresponsive	unresponsive
YNL297C	MON2	unresponsive	unresponsive
YNL298W	CLA4	unresponsive	unresponsive
YNL302C	RPS19B	unresponsive	unresponsive
YNL303W		unresponsive	unresponsive
YNL304W	YPT11	unresponsive	unresponsive
YNL306W	MRPS18	unresponsive	unresponsive
YNL307C	MCK1	unresponsive	unresponsive
YNL309W	STB1	unresponsive	unresponsive
YNL310C	ZIM17	unresponsive	unresponsive
YNL311C	SKP2	unresponsive	unresponsive
YNL312W	RFA2	unresponsive	unresponsive
YNL314W	DAL82	unresponsive	unresponsive
YNL315C	ATP11	unresponsive	unresponsive
YNL316C	PHA2	unresponsive	unresponsive
YNL317W	PFS2	unresponsive	unresponsive
YNL318C	HXT14	unresponsive	unresponsive
YNL319W		unresponsive	unresponsive
YNL320W		unresponsive	unresponsive
YNL321W	VNX1	unresponsive	unresponsive
YNL322C	KRE1	unresponsive	unresponsive
YNL323W	LEM3	unresponsive	unresponsive
YNL324W		unresponsive	unresponsive
YNL325C	FIG4	unresponsive	unresponsive
YNL326C	PFA3	unresponsive	unresponsive
YNL327W	EGT2	unresponsive	unresponsive
YNL328C	MDJ2	unresponsive	unresponsive
YNL329C	PEX6	unresponsive	unresponsive
YNL330C	RPD3	unresponsive	unresponsive
YNL331C	AAD14	unresponsive	unresponsive
YNL332W	THI12	unresponsive	unresponsive
YNL333W	SNZ2	unresponsive	unresponsive
YNL334C	SNO2	unresponsive	unresponsive
YNL335W	DDI3	unresponsive	unresponsive
YNL336W	COS1	unresponsive	unresponsive
YNL337W		unresponsive	unresponsive
YNL338W		unresponsive	unresponsive
YNL339C	YRF1-6	unresponsive	unresponsive
YNL339W-A		unresponsive	unresponsive
YNL339W-B		unresponsive	unresponsive
YNR001W-A		unresponsive	unresponsive
YNR003W-A		unresponsive	unresponsive
YNR004W	SWM2	unresponsive	unresponsive
YNR005C		unresponsive	unresponsive
YNR006W	VPS27	unresponsive	unresponsive
YNR008W	LRO1	unresponsive	unresponsive
YNR010W	CSE2	unresponsive	unresponsive
YNR011C	PRP2	unresponsive	unresponsive
YNR013C	PHO91	unresponsive	unresponsive
YNR016C	ACC1	unresponsive	unresponsive
YNR018W	RCF2	unresponsive	unresponsive
YNR019W	ARE2	unresponsive	unresponsive
YNR020C	ATP23	unresponsive	unresponsive
YNR021W		unresponsive	unresponsive
YNR022C	MRPL50	unresponsive	unresponsive
YNR023W	SNF12	unresponsive	unresponsive
YNR025C		unresponsive	unresponsive
YNR026C	SEC12	unresponsive	unresponsive
YNR027W	BUD17	unresponsive	unresponsive
YNR028W	CPR8	unresponsive	unresponsive
YNR029C		unresponsive	unresponsive
YNR030W	ALG12	unresponsive	unresponsive
YNR031C	SSK2	unresponsive	unresponsive
YNR032C-A	HUB1	unresponsive	unresponsive
YNR032W	PPG1	unresponsive	unresponsive
YNR033W	ABZ1	unresponsive	unresponsive
YNR035C	ARC35	unresponsive	unresponsive
YNR036C	MRPS12	unresponsive	unresponsive
YNR037C	RSM19	unresponsive	unresponsive
YNR039C	ZRG17	unresponsive	unresponsive
YNR040W		unresponsive	unresponsive
YNR041C	COQ2	unresponsive	unresponsive
YNR042W		unresponsive	unresponsive
YNR043W	MVD1	unresponsive	unresponsive
YNR044W	AGA1	unresponsive	unresponsive
YNR045W	PET494	unresponsive	unresponsive
YNR048W		unresponsive	unresponsive
YNR049C	MSO1	unresponsive	unresponsive
YNR050C	LYS9	unresponsive	unresponsive
YNR051C	BRE5	unresponsive	unresponsive
YNR052C	POP2	unresponsive	unresponsive
YNR055C	HOL1	unresponsive	unresponsive
YNR056C	BIO5	unresponsive	unresponsive
YNR057C	BIO4	unresponsive	unresponsive
YNR058W	BIO3	unresponsive	unresponsive
YNR059W	MNT4	unresponsive	unresponsive
YNR061C		unresponsive	unresponsive
YNR062C		unresponsive	unresponsive
YNR064C		unresponsive	unresponsive
YNR065C		unresponsive	unresponsive
YNR066C		unresponsive	unresponsive
YNR070W	PDR18	unresponsive	unresponsive
YNR071C		unresponsive	unresponsive
YNR072W	HXT17	unresponsive	unresponsive
YNR073C		unresponsive	unresponsive
YNR074C	AIF1	unresponsive	unresponsive
YNR075C-A		unresponsive	unresponsive
YNR075W	COS10	unresponsive	unresponsive
YNR076W	PAU6	unresponsive	unresponsive
YNR077C		unresponsive	unresponsive
YOL001W	PHO80	unresponsive	unresponsive
YOL002C	IZH2	unresponsive	unresponsive
YOL003C	PFA4	unresponsive	unresponsive
YOL004W	SIN3	unresponsive	unresponsive
YOL005C	RPB11	unresponsive	unresponsive
YOL006C	TOP1	unresponsive	unresponsive
YOL007C	CSI2	unresponsive	unresponsive
YOL008W	COQ10	unresponsive	unresponsive
YOL009C	MDM12	unresponsive	unresponsive
YOL011W	PLB3	unresponsive	unresponsive
YOL012C	HTZ1	unresponsive	unresponsive
YOL013W-A		unresponsive	unresponsive
YOL013W-B		unresponsive	unresponsive
YOL014W		unresponsive	unresponsive
YOL015W	IRC10	unresponsive	unresponsive
YOL017W	ESC8	unresponsive	unresponsive
YOL018C	TLG2	unresponsive	unresponsive
YOL019W		unresponsive	unresponsive
YOL019W-A		unresponsive	unresponsive
YOL020W	TAT2	unresponsive	unresponsive
YOL021C	DIS3	unresponsive	unresponsive
YOL023W	IFM1	unresponsive	unresponsive
YOL025W	LAG2	unresponsive	unresponsive
YOL026C	MIM1	unresponsive	unresponsive
YOL027C	MDM38	unresponsive	unresponsive
YOL028C	YAP7	unresponsive	unresponsive
YOL029C		unresponsive	unresponsive
YOL030W	GAS5	unresponsive	unresponsive
YOL031C	SIL1	unresponsive	unresponsive
YOL033W	MSE1	unresponsive	unresponsive
YOL034W	SMC5	unresponsive	unresponsive
YOL035C		unresponsive	unresponsive
YOL036W		unresponsive	unresponsive
YOL037C		unresponsive	unresponsive
YOL038C-A		unresponsive	unresponsive
YOL038W	PRE6	unresponsive	unresponsive
YOL039W	RPP2A	unresponsive	unresponsive
YOL040C	RPS15	unresponsive	unresponsive
YOL042W	NGL1	unresponsive	unresponsive
YOL043C	NTG2	unresponsive	unresponsive
YOL044W	PEX15	unresponsive	unresponsive
YOL045W	PSK2	unresponsive	unresponsive
YOL046C		unresponsive	unresponsive
YOL049W	GSH2	unresponsive	unresponsive
YOL050C		unresponsive	unresponsive
YOL051W	GAL11	unresponsive	unresponsive
YOL052C	SPE2	unresponsive	unresponsive
YOL053W	AIM39	unresponsive	unresponsive
YOL054W	PSH1	unresponsive	unresponsive
YOL055C	THI20	unresponsive	unresponsive
YOL056W	GPM3	unresponsive	unresponsive
YOL057W		unresponsive	unresponsive
YOL058W	ARG1	unresponsive	unresponsive
YOL059W	GPD2	unresponsive	unresponsive
YOL060C	MAM3	unresponsive	unresponsive
YOL061W	PRS5	unresponsive	unresponsive
YOL062C	APM4	unresponsive	unresponsive
YOL063C	CRT10	unresponsive	unresponsive
YOL064C	MET22	unresponsive	unresponsive
YOL065C	INP54	unresponsive	unresponsive
YOL066C	RIB2	unresponsive	unresponsive
YOL067C	RTG1	unresponsive	unresponsive
YOL068C	HST1	unresponsive	unresponsive
YOL069W	NUF2	unresponsive	unresponsive
YOL070C	NBA1	unresponsive	unresponsive
YOL071W	SDH5	unresponsive	unresponsive
YOL072W	THP1	unresponsive	unresponsive
YOL073C	DSC2	unresponsive	unresponsive
YOL075C		unresponsive	unresponsive
YOL076W	MDM20	unresponsive	unresponsive
YOL077W-A	ATP19	unresponsive	unresponsive
YOL078W	AVO1	unresponsive	unresponsive
YOL079W		unresponsive	unresponsive
YOL081W	IRA2	unresponsive	unresponsive
YOL083C-A		unresponsive	unresponsive
YOL086C	ADH1	unresponsive	unresponsive
YOL086W-A	MHF1	unresponsive	unresponsive
YOL088C	MPD2	unresponsive	unresponsive
YOL090W	MSH2	unresponsive	unresponsive
YOL091W	SPO21	unresponsive	unresponsive
YOL094C	RFC4	unresponsive	unresponsive
YOL095C	HMI1	unresponsive	unresponsive
YOL097W-A		unresponsive	unresponsive
YOL098C		unresponsive	unresponsive
YOL099C		unresponsive	unresponsive
YOL101C	IZH4	unresponsive	unresponsive
YOL102C	TPT1	unresponsive	unresponsive
YOL103W	ITR2	unresponsive	unresponsive
YOL103W-A		unresponsive	unresponsive
YOL103W-B		unresponsive	unresponsive
YOL104C	NDJ1	unresponsive	unresponsive
YOL105C	WSC3	unresponsive	unresponsive
YOL106W		unresponsive	unresponsive
YOL107W		unresponsive	unresponsive
YOL108C	INO4	unresponsive	unresponsive
YOL110W	SHR5	unresponsive	unresponsive
YOL111C	MDY2	unresponsive	unresponsive
YOL112W	MSB4	unresponsive	unresponsive
YOL113W	SKM1	unresponsive	unresponsive
YOL114C		unresponsive	unresponsive
YOL115W	PAP2	unresponsive	unresponsive
YOL116W	MSN1	unresponsive	unresponsive
YOL118C		unresponsive	unresponsive
YOL119C	MCH4	unresponsive	unresponsive
YOL120C	RPL18A	unresponsive	unresponsive
YOL122C	SMF1	unresponsive	unresponsive
YOL123W	HRP1	unresponsive	unresponsive
YOL127W	RPL25	unresponsive	unresponsive
YOL128C	YGK3	unresponsive	unresponsive
YOL129W	VPS68	unresponsive	unresponsive
YOL130W	ALR1	unresponsive	unresponsive
YOL132W	GAS4	unresponsive	unresponsive
YOL133W	HRT1	unresponsive	unresponsive
YOL134C		unresponsive	unresponsive
YOL135C	MED7	unresponsive	unresponsive
YOL136C	PFK27	unresponsive	unresponsive
YOL137W	BSC6	unresponsive	unresponsive
