GO.ID	Description	p.Val	FDR	Phenotype	Genes
GO:0000447	endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	3.4676572250715005e-28	3.4676572250715005e-28	+1	YBL004W,YBR247C,YCL059C,YCR047C,YCR057C,YDL148C,YDL153C,YDR339C,YDR449C,YER082C,YER127W,YFR001W,YGL171W,YGR251W,YHR169W,YJL010C,YJL069C,YJL109C,YJR002W,YKL099C,YKR057W,YLR051C,YLR129W,YLR186W,YLR222C,YML026C,YML093W,YMR229C,YNL308C,YNR054C,YOL010W,YOR004W,YOR078W,YOR145C,YOR294W,YOR310C,YPR112C,YPR144C
GO:0000967	rRNA 5'-end processing	1.2185733962561585e-27	1.2185733962561585e-27	+1	YBL004W,YCR057C,YDL148C,YDL153C,YDR339C,YDR449C,YER082C,YFR001W,YGL171W,YGR251W,YHR169W,YJL010C,YJL069C,YJL109C,YJR002W,YKL099C,YLR051C,YLR129W,YLR186W,YLR222C,YML093W,YMR229C,YNL002C,YNR054C,YOL010W,YOL077C,YOR004W,YOR078W,YOR145C,YOR310C,YPL217C,YPR112C,YPR144C
GO:0034471	ncRNA 5'-end processing	2.216321937105409e-27	2.216321937105409e-27	+1	YBL004W,YCR057C,YDL148C,YDL153C,YDR339C,YDR449C,YER082C,YFR001W,YGL171W,YGR251W,YHR169W,YJL010C,YJL069C,YJL109C,YJR002W,YKL099C,YLR051C,YLR129W,YLR186W,YLR222C,YML093W,YMR229C,YNL002C,YNL221C,YNR054C,YOL010W,YOL077C,YOR004W,YOR078W,YOR145C,YOR310C,YPL217C,YPR112C,YPR144C
GO:0000470	maturation of LSU-rRNA	1.5369028860477166e-26	1.5369028860477166e-26	+1	YAL025C,YBR142W,YCL054W,YDL031W,YDL136W,YDL208W,YEL026W,YER006W,YER126C,YFL002C,YGL078C,YGL120C,YGR103W,YHL033C,YHR052W,YHR066W,YHR085W,YHR088W,YKL014C,YKR024C,YKR060W,YKR081C,YLL035W,YLR276C,YMR049C,YMR229C,YMR290C,YNL002C,YNL061W,YNL110C,YNR038W,YNR046W,YOL041C,YOL077C,YOL144W,YOR048C,YOR272W,YPL043W,YPL146C,YPL198W,YPL211W,YPR016C,YPR143W
GO:0006139	nucleobase-containing compound metabolic process	1.563802966425005e-26	1.563802966425005e-26	+1	YAL019W,YAL025C,YAL035W,YAR008W,YAR015W,YBL004W,YBL018C,YBL024W,YBL035C,YBL039C,YBL054W,YBL068W,YBL071W-A,YBL076C,YBR034C,YBR061C,YBR084W,YBR088C,YBR142W,YBR154C,YBR181C,YBR202W,YBR247C,YBR252W,YBR275C,YCL054W,YCL058W-A,YCL059C,YCR047C,YCR057C,YCR063W,YDL014W,YDL031W,YDL036C,YDL042C,YDL051W,YDL055C,YDL060W,YDL083C,YDL112W,YDL136W,YDL148C,YDL150W,YDL153C,YDL166C,YDL201W,YDL208W,YDL213C,YDL229W,YDR020C,YDR021W,YDR025W,YDR045C,YDR075W,YDR083W,YDR087C,YDR091C,YDR097C,YDR120C,YDR165W,YDR299W,YDR324C,YDR339C,YDR341C,YDR365C,YDR397C,YDR398W,YDR399W,YDR412W,YDR441C,YDR449C,YDR465C,YDR469W,YDR478W,YEL009C,YEL026W,YEL055C,YER002W,YER006W,YER043C,YER049W,YER070W,YER082C,YER102W,YER126C,YER127W,YFL001W,YFL002C,YFL023W,YFR001W,YFR055W,YGL029W,YGL078C,YGL111W,YGL120C,YGL169W,YGL171W,YGL234W,YGL236C,YGR030C,YGR061C,YGR081C,YGR090W,YGR103W,YGR118W,YGR128C,YGR145W,YGR158C,YGR159C,YGR200C,YGR251W,YGR264C,YGR271C-A,YGR280C,YGR285C,YHL011C,YHL033C,YHR020W,YHR040W,YHR052W,YHR062C,YHR065C,YHR066W,YHR070W,YHR072W-A,YHR085W,YHR088W,YHR089C,YHR128W,YHR143W-A,YHR148W,YHR154W,YHR169W,YHR196W,YHR197W,YIL008W,YIL019W,YIL069C,YIL079C,YIL091C,YIL096C,YIL127C,YIL131C,YJL010C,YJL011C,YJL033W,YJL050W,YJL069C,YJL074C,YJL098W,YJL109C,YJL125C,YJL130C,YJL148W,YJL191W,YJL208C,YJR002W,YJR041C,YJR063W,YJR147W,YKL009W,YKL014C,YKL078W,YKL082C,YKL099C,YKL110C,YKL113C,YKL144C,YKL156W,YKL172W,YKL181W,YKL216W,YKR024C,YKR025W,YKR056W,YKR057W,YKR060W,YKR079C,YKR081C,YKR099W,YLL008W,YLL011W,YLL035W,YLR002C,YLR014C,YLR015W,YLR017W,YLR051C,YLR063W,YLR068W,YLR106C,YLR129W,YLR154C,YLR175W,YLR186W,YLR196W,YLR197W,YLR222C,YLR223C,YLR276C,YLR384C,YLR385C,YLR401C,YLR405W,YLR409C,YLR432W,YLR435W,YLR441C,YML014W,YML022W,YML026C,YML043C,YML056C,YML060W,YML063W,YML080W,YML093W,YML106W,YML113W,YMR014W,YMR016C,YMR049C,YMR076C,YMR093W,YMR120C,YMR128W,YMR131C,YMR217W,YMR229C,YMR239C,YMR246W,YMR259C,YMR290C,YMR300C,YMR307W,YMR312W,YNL002C,YNL022C,YNL023C,YNL061W,YNL062C,YNL068C,YNL075W,YNL096C,YNL102W,YNL110C,YNL112W,YNL113W,YNL119W,YNL124W,YNL132W,YNL141W,YNL151C,YNL178W,YNL182C,YNL186W,YNL207W,YNL221C,YNL227C,YNL247W,YNL248C,YNL282W,YNL292W,YNL299W,YNL308C,YNR003C,YNR009W,YNR012W,YNR015W,YNR024W,YNR038W,YNR046W,YNR054C,YNR063W,YOL010W,YOL022C,YOL041C,YOL077C,YOL080C,YOL093W,YOL097C,YOL124C,YOL125W,YOL141W,YOL144W,YOR001W,YOR004W,YOR048C,YOR056C,YOR063W,YOR078W,YOR116C,YOR119C,YOR145C,YOR207C,YOR210W,YOR224C,YOR243C,YOR272W,YOR287C,YOR294W,YOR310C,YOR315W,YOR335C,YOR337W,YOR340C,YOR341W,YOR359W,YPL012W,YPL043W,YPL081W,YPL082C,YPL086C,YPL090C,YPL093W,YPL126W,YPL146C,YPL157W,YPL160W,YPL183C,YPL198W,YPL207W,YPL211W,YPL212C,YPL217C,YPL266W,YPL267W,YPR010C,YPR016C,YPR110C,YPR112C,YPR137W,YPR143W,YPR144C,YPR187W,YPR190C
GO:0000966	RNA 5'-end processing	2.4421783664565073e-26	2.4421783664565073e-26	+1	YBL004W,YCR057C,YDL148C,YDL153C,YDR339C,YDR449C,YER082C,YFR001W,YGL171W,YGR251W,YHR169W,YJL010C,YJL069C,YJL109C,YJR002W,YKL099C,YLR051C,YLR129W,YLR186W,YLR222C,YML093W,YMR229C,YNL002C,YNL221C,YNR054C,YOL010W,YOL077C,YOR004W,YOR078W,YOR145C,YOR310C,YPL217C,YPR112C,YPR144C
GO:0090501	RNA phosphodiester bond hydrolysis	3.801949239294009e-26	3.801949239294009e-26	+1	YBL004W,YBL018C,YBR247C,YCL059C,YCR047C,YCR057C,YDL060W,YDL148C,YDL153C,YDL208W,YDR045C,YDR339C,YDR449C,YDR478W,YER082C,YER127W,YFR001W,YGL078C,YGL171W,YGR158C,YGR251W,YHR072W-A,YHR169W,YJL010C,YJL050W,YJL069C,YJL109C,YJR002W,YJR063W,YKL099C,YKR057W,YKR079C,YLL035W,YLR051C,YLR129W,YLR154C,YLR186W,YLR222C,YML026C,YML093W,YMR229C,YNL002C,YNL282W,YNL308C,YNR024W,YNR054C,YOL010W,YOL077C,YOR001W,YOR004W,YOR048C,YOR056C,YOR078W,YOR145C,YOR287C,YOR294W,YOR310C,YPL217C,YPR112C,YPR144C
GO:0000472	endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	9.456640540101633e-26	9.456640540101633e-26	+1	YBL004W,YCR057C,YDL148C,YDL153C,YDR339C,YDR449C,YER082C,YFR001W,YGL171W,YGR251W,YHR169W,YJL010C,YJL069C,YJL109C,YJR002W,YKL099C,YLR051C,YLR129W,YLR186W,YLR222C,YML093W,YMR229C,YNR054C,YOL010W,YOR004W,YOR078W,YOR145C,YOR310C,YPL217C,YPR112C,YPR144C
GO:0006725	cellular aromatic compound metabolic process	1.1254154895277182e-25	1.1254154895277182e-25	+1	YAL019W,YAL025C,YAL035W,YAR008W,YAR015W,YBL004W,YBL018C,YBL024W,YBL035C,YBL039C,YBL054W,YBL068W,YBL071W-A,YBL076C,YBR034C,YBR061C,YBR084W,YBR088C,YBR092C,YBR142W,YBR154C,YBR181C,YBR202W,YBR213W,YBR247C,YBR252W,YBR275C,YCL054W,YCL058W-A,YCL059C,YCR047C,YCR057C,YCR063W,YDL014W,YDL031W,YDL036C,YDL042C,YDL051W,YDL055C,YDL060W,YDL083C,YDL112W,YDL136W,YDL148C,YDL150W,YDL153C,YDL166C,YDL201W,YDL208W,YDL213C,YDL229W,YDR020C,YDR021W,YDR025W,YDR045C,YDR075W,YDR083W,YDR087C,YDR091C,YDR097C,YDR120C,YDR165W,YDR299W,YDR324C,YDR339C,YDR341C,YDR365C,YDR397C,YDR398W,YDR399W,YDR412W,YDR441C,YDR449C,YDR465C,YDR469W,YDR478W,YEL009C,YEL026W,YEL055C,YER002W,YER006W,YER043C,YER049W,YER070W,YER082C,YER102W,YER126C,YER127W,YFL001W,YFL002C,YFL023W,YFR001W,YFR055W,YGL029W,YGL078C,YGL111W,YGL120C,YGL148W,YGL169W,YGL171W,YGL234W,YGL236C,YGR030C,YGR061C,YGR081C,YGR090W,YGR103W,YGR118W,YGR128C,YGR145W,YGR158C,YGR159C,YGR200C,YGR251W,YGR264C,YGR271C-A,YGR280C,YGR285C,YHL011C,YHL033C,YHR020W,YHR040W,YHR052W,YHR062C,YHR065C,YHR066W,YHR070W,YHR072W-A,YHR085W,YHR088W,YHR089C,YHR128W,YHR143W-A,YHR148W,YHR154W,YHR169W,YHR196W,YHR197W,YIL008W,YIL019W,YIL069C,YIL079C,YIL091C,YIL096C,YIL127C,YIL131C,YJL010C,YJL011C,YJL033W,YJL050W,YJL069C,YJL074C,YJL098W,YJL109C,YJL125C,YJL130C,YJL148W,YJL191W,YJL208C,YJR002W,YJR041C,YJR063W,YJR147W,YKL009W,YKL014C,YKL078W,YKL082C,YKL099C,YKL110C,YKL113C,YKL144C,YKL156W,YKL172W,YKL181W,YKL216W,YKR024C,YKR025W,YKR056W,YKR057W,YKR060W,YKR079C,YKR081C,YKR099W,YLL008W,YLL011W,YLL035W,YLR002C,YLR014C,YLR015W,YLR017W,YLR051C,YLR058C,YLR063W,YLR068W,YLR106C,YLR129W,YLR154C,YLR175W,YLR186W,YLR196W,YLR197W,YLR222C,YLR223C,YLR276C,YLR384C,YLR385C,YLR401C,YLR405W,YLR409C,YLR432W,YLR435W,YLR441C,YML014W,YML022W,YML026C,YML043C,YML056C,YML060W,YML063W,YML080W,YML093W,YML106W,YML113W,YMR014W,YMR016C,YMR049C,YMR076C,YMR093W,YMR120C,YMR128W,YMR131C,YMR217W,YMR229C,YMR239C,YMR246W,YMR259C,YMR290C,YMR300C,YMR307W,YMR312W,YNL002C,YNL022C,YNL023C,YNL061W,YNL062C,YNL068C,YNL075W,YNL096C,YNL102W,YNL110C,YNL112W,YNL113W,YNL119W,YNL124W,YNL132W,YNL141W,YNL151C,YNL178W,YNL182C,YNL186W,YNL207W,YNL221C,YNL227C,YNL247W,YNL248C,YNL256W,YNL282W,YNL292W,YNL299W,YNL308C,YNR003C,YNR009W,YNR012W,YNR015W,YNR024W,YNR038W,YNR046W,YNR054C,YNR063W,YOL010W,YOL022C,YOL041C,YOL077C,YOL080C,YOL093W,YOL097C,YOL124C,YOL125W,YOL141W,YOL144W,YOR001W,YOR004W,YOR048C,YOR056C,YOR063W,YOR078W,YOR095C,YOR116C,YOR119C,YOR145C,YOR207C,YOR210W,YOR224C,YOR236W,YOR243C,YOR272W,YOR287C,YOR294W,YOR310C,YOR315W,YOR335C,YOR337W,YOR340C,YOR341W,YOR359W,YPL012W,YPL043W,YPL081W,YPL082C,YPL086C,YPL090C,YPL093W,YPL126W,YPL146C,YPL157W,YPL160W,YPL183C,YPL198W,YPL207W,YPL211W,YPL212C,YPL217C,YPL252C,YPL266W,YPL267W,YPR010C,YPR016C,YPR110C,YPR112C,YPR137W,YPR143W,YPR144C,YPR187W,YPR190C
GO:0046483	heterocycle metabolic process	2.315028833487111e-25	2.315028833487111e-25	+1	YAL019W,YAL025C,YAL035W,YAR008W,YAR015W,YBL004W,YBL018C,YBL024W,YBL035C,YBL039C,YBL054W,YBL068W,YBL071W-A,YBL076C,YBR034C,YBR061C,YBR084W,YBR088C,YBR092C,YBR142W,YBR154C,YBR181C,YBR202W,YBR213W,YBR247C,YBR252W,YBR275C,YCL054W,YCL058W-A,YCL059C,YCR047C,YCR057C,YCR063W,YDL014W,YDL031W,YDL036C,YDL042C,YDL051W,YDL055C,YDL060W,YDL083C,YDL112W,YDL136W,YDL148C,YDL150W,YDL153C,YDL166C,YDL201W,YDL208W,YDL213C,YDL229W,YDR020C,YDR021W,YDR025W,YDR045C,YDR075W,YDR083W,YDR087C,YDR091C,YDR097C,YDR120C,YDR165W,YDR299W,YDR300C,YDR324C,YDR339C,YDR341C,YDR365C,YDR397C,YDR398W,YDR399W,YDR412W,YDR441C,YDR449C,YDR465C,YDR469W,YDR478W,YEL009C,YEL026W,YEL055C,YER002W,YER006W,YER043C,YER049W,YER070W,YER082C,YER102W,YER126C,YER127W,YFL001W,YFL002C,YFL023W,YFR001W,YFR055W,YGL029W,YGL078C,YGL111W,YGL120C,YGL169W,YGL171W,YGL234W,YGL236C,YGR030C,YGR061C,YGR081C,YGR090W,YGR103W,YGR118W,YGR128C,YGR145W,YGR158C,YGR159C,YGR200C,YGR251W,YGR264C,YGR271C-A,YGR280C,YGR285C,YHL011C,YHL033C,YHR020W,YHR040W,YHR052W,YHR062C,YHR065C,YHR066W,YHR070W,YHR072W-A,YHR085W,YHR088W,YHR089C,YHR128W,YHR143W-A,YHR148W,YHR154W,YHR169W,YHR196W,YHR197W,YIL008W,YIL019W,YIL069C,YIL079C,YIL091C,YIL096C,YIL127C,YIL131C,YJL010C,YJL011C,YJL033W,YJL050W,YJL069C,YJL074C,YJL098W,YJL109C,YJL125C,YJL130C,YJL148W,YJL191W,YJL208C,YJR002W,YJR041C,YJR063W,YJR147W,YKL009W,YKL014C,YKL078W,YKL082C,YKL099C,YKL110C,YKL113C,YKL144C,YKL156W,YKL172W,YKL181W,YKL216W,YKR024C,YKR025W,YKR056W,YKR057W,YKR060W,YKR079C,YKR081C,YKR099W,YLL008W,YLL011W,YLL035W,YLR002C,YLR014C,YLR015W,YLR017W,YLR051C,YLR058C,YLR063W,YLR068W,YLR106C,YLR129W,YLR154C,YLR175W,YLR186W,YLR196W,YLR197W,YLR222C,YLR223C,YLR276C,YLR384C,YLR385C,YLR401C,YLR405W,YLR409C,YLR432W,YLR435W,YLR441C,YML014W,YML022W,YML026C,YML043C,YML056C,YML060W,YML063W,YML080W,YML093W,YML106W,YML113W,YMR014W,YMR016C,YMR049C,YMR076C,YMR093W,YMR120C,YMR128W,YMR131C,YMR217W,YMR229C,YMR239C,YMR246W,YMR259C,YMR290C,YMR300C,YMR307W,YMR312W,YNL002C,YNL022C,YNL023C,YNL061W,YNL062C,YNL068C,YNL075W,YNL096C,YNL102W,YNL110C,YNL112W,YNL113W,YNL119W,YNL124W,YNL132W,YNL141W,YNL151C,YNL178W,YNL182C,YNL186W,YNL207W,YNL221C,YNL227C,YNL247W,YNL248C,YNL256W,YNL282W,YNL292W,YNL299W,YNL308C,YNR003C,YNR009W,YNR012W,YNR015W,YNR024W,YNR038W,YNR046W,YNR054C,YNR063W,YOL010W,YOL022C,YOL041C,YOL077C,YOL080C,YOL093W,YOL097C,YOL124C,YOL125W,YOL141W,YOL144W,YOR001W,YOR004W,YOR048C,YOR056C,YOR063W,YOR078W,YOR095C,YOR116C,YOR119C,YOR145C,YOR207C,YOR210W,YOR224C,YOR236W,YOR243C,YOR272W,YOR287C,YOR294W,YOR310C,YOR315W,YOR335C,YOR337W,YOR340C,YOR341W,YOR359W,YPL012W,YPL043W,YPL081W,YPL082C,YPL086C,YPL090C,YPL093W,YPL126W,YPL146C,YPL157W,YPL160W,YPL183C,YPL198W,YPL207W,YPL211W,YPL212C,YPL217C,YPL252C,YPL266W,YPL267W,YPR010C,YPR016C,YPR110C,YPR112C,YPR137W,YPR143W,YPR144C,YPR187W,YPR190C
GO:1901360	organic cyclic compound metabolic process	2.7457057731566554e-25	2.7457057731566554e-25	+1	YAL019W,YAL025C,YAL035W,YAR008W,YAR015W,YBL004W,YBL018C,YBL024W,YBL035C,YBL039C,YBL054W,YBL068W,YBL071W-A,YBL076C,YBR034C,YBR061C,YBR084W,YBR088C,YBR092C,YBR142W,YBR154C,YBR181C,YBR202W,YBR213W,YBR247C,YBR252W,YBR275C,YCL054W,YCL058W-A,YCL059C,YCR047C,YCR057C,YCR063W,YDL014W,YDL031W,YDL036C,YDL042C,YDL051W,YDL055C,YDL060W,YDL083C,YDL112W,YDL136W,YDL148C,YDL150W,YDL153C,YDL166C,YDL201W,YDL208W,YDL213C,YDL229W,YDR020C,YDR021W,YDR025W,YDR045C,YDR075W,YDR083W,YDR087C,YDR091C,YDR097C,YDR120C,YDR165W,YDR299W,YDR300C,YDR324C,YDR339C,YDR341C,YDR365C,YDR397C,YDR398W,YDR399W,YDR412W,YDR441C,YDR449C,YDR465C,YDR469W,YDR478W,YEL009C,YEL026W,YEL055C,YER002W,YER006W,YER043C,YER049W,YER070W,YER082C,YER102W,YER126C,YER127W,YFL001W,YFL002C,YFL023W,YFR001W,YFR055W,YGL029W,YGL078C,YGL111W,YGL120C,YGL148W,YGL169W,YGL171W,YGL234W,YGL236C,YGR030C,YGR060W,YGR061C,YGR081C,YGR090W,YGR103W,YGR118W,YGR128C,YGR145W,YGR158C,YGR159C,YGR177C,YGR200C,YGR251W,YGR264C,YGR271C-A,YGR280C,YGR285C,YHL011C,YHL033C,YHR007C,YHR020W,YHR040W,YHR052W,YHR062C,YHR065C,YHR066W,YHR070W,YHR072W-A,YHR085W,YHR088W,YHR089C,YHR128W,YHR143W-A,YHR148W,YHR154W,YHR169W,YHR196W,YHR197W,YIL008W,YIL019W,YIL069C,YIL079C,YIL091C,YIL096C,YIL127C,YIL131C,YJL010C,YJL011C,YJL033W,YJL050W,YJL069C,YJL074C,YJL098W,YJL109C,YJL125C,YJL130C,YJL148W,YJL191W,YJL208C,YJR002W,YJR041C,YJR063W,YJR147W,YKL009W,YKL014C,YKL078W,YKL082C,YKL099C,YKL110C,YKL113C,YKL144C,YKL156W,YKL172W,YKL181W,YKL216W,YKR024C,YKR025W,YKR056W,YKR057W,YKR060W,YKR079C,YKR081C,YKR099W,YLL008W,YLL011W,YLL012W,YLL035W,YLR002C,YLR014C,YLR015W,YLR017W,YLR051C,YLR056W,YLR058C,YLR063W,YLR068W,YLR106C,YLR129W,YLR154C,YLR175W,YLR186W,YLR196W,YLR197W,YLR222C,YLR223C,YLR276C,YLR384C,YLR385C,YLR401C,YLR405W,YLR409C,YLR432W,YLR435W,YLR441C,YML014W,YML022W,YML026C,YML043C,YML056C,YML060W,YML063W,YML080W,YML093W,YML106W,YML113W,YMR014W,YMR016C,YMR049C,YMR076C,YMR093W,YMR120C,YMR128W,YMR131C,YMR217W,YMR229C,YMR239C,YMR246W,YMR259C,YMR290C,YMR300C,YMR307W,YMR312W,YNL002C,YNL022C,YNL023C,YNL061W,YNL062C,YNL068C,YNL075W,YNL096C,YNL102W,YNL110C,YNL111C,YNL112W,YNL113W,YNL119W,YNL124W,YNL132W,YNL141W,YNL151C,YNL178W,YNL182C,YNL186W,YNL207W,YNL221C,YNL227C,YNL247W,YNL248C,YNL256W,YNL282W,YNL292W,YNL299W,YNL308C,YNR003C,YNR009W,YNR012W,YNR015W,YNR024W,YNR038W,YNR046W,YNR054C,YNR063W,YOL010W,YOL022C,YOL041C,YOL077C,YOL080C,YOL093W,YOL097C,YOL124C,YOL125W,YOL141W,YOL144W,YOR001W,YOR004W,YOR048C,YOR056C,YOR063W,YOR078W,YOR095C,YOR116C,YOR119C,YOR145C,YOR207C,YOR210W,YOR224C,YOR236W,YOR243C,YOR272W,YOR287C,YOR294W,YOR310C,YOR315W,YOR335C,YOR337W,YOR340C,YOR341W,YOR359W,YPL012W,YPL043W,YPL081W,YPL082C,YPL086C,YPL090C,YPL093W,YPL126W,YPL146C,YPL157W,YPL160W,YPL183C,YPL198W,YPL207W,YPL211W,YPL212C,YPL217C,YPL252C,YPL266W,YPL267W,YPR010C,YPR016C,YPR110C,YPR112C,YPR137W,YPR143W,YPR144C,YPR187W,YPR190C
GO:0000480	endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	8.298825868482938e-25	8.298825868482938e-25	+1	YBL004W,YCR057C,YDL148C,YDL153C,YDR339C,YDR449C,YER082C,YER127W,YFR001W,YGL171W,YGR251W,YHR169W,YJL010C,YJL069C,YJL109C,YJR002W,YKL099C,YLR051C,YLR129W,YLR186W,YLR222C,YML093W,YMR229C,YNR054C,YOL010W,YOR004W,YOR310C,YPL217C,YPR112C,YPR144C
GO:0090304	nucleic acid metabolic process	1.6310113390291641e-24	1.6310113390291641e-24	+1	YAL019W,YAL025C,YAL035W,YAR008W,YBL004W,YBL018C,YBL024W,YBL035C,YBL054W,YBL071W-A,YBL076C,YBR034C,YBR061C,YBR088C,YBR142W,YBR154C,YBR181C,YBR202W,YBR247C,YBR275C,YCL054W,YCL058W-A,YCL059C,YCR047C,YCR057C,YCR063W,YDL014W,YDL031W,YDL036C,YDL042C,YDL051W,YDL060W,YDL083C,YDL112W,YDL136W,YDL148C,YDL150W,YDL153C,YDL166C,YDL201W,YDL208W,YDL213C,YDL229W,YDR021W,YDR025W,YDR045C,YDR075W,YDR083W,YDR087C,YDR091C,YDR097C,YDR120C,YDR165W,YDR299W,YDR324C,YDR339C,YDR341C,YDR365C,YDR397C,YDR398W,YDR412W,YDR449C,YDR469W,YDR478W,YEL009C,YEL026W,YEL055C,YER002W,YER006W,YER049W,YER082C,YER102W,YER126C,YER127W,YFL001W,YFL002C,YFL023W,YFR001W,YFR055W,YGL029W,YGL078C,YGL111W,YGL120C,YGL169W,YGL171W,YGL236C,YGR030C,YGR081C,YGR090W,YGR103W,YGR118W,YGR128C,YGR145W,YGR158C,YGR159C,YGR200C,YGR251W,YGR264C,YGR271C-A,YGR280C,YGR285C,YHL033C,YHR020W,YHR040W,YHR052W,YHR062C,YHR065C,YHR066W,YHR070W,YHR072W-A,YHR085W,YHR088W,YHR089C,YHR143W-A,YHR148W,YHR154W,YHR169W,YHR196W,YHR197W,YIL008W,YIL019W,YIL069C,YIL079C,YIL091C,YIL096C,YIL127C,YIL131C,YJL010C,YJL011C,YJL033W,YJL050W,YJL069C,YJL074C,YJL098W,YJL109C,YJL125C,YJL148W,YJL191W,YJL208C,YJR002W,YJR041C,YJR063W,YJR147W,YKL009W,YKL014C,YKL078W,YKL082C,YKL099C,YKL110C,YKL113C,YKL144C,YKL156W,YKL172W,YKR024C,YKR025W,YKR056W,YKR057W,YKR060W,YKR079C,YKR081C,YKR099W,YLL008W,YLL011W,YLL035W,YLR002C,YLR014C,YLR015W,YLR051C,YLR063W,YLR068W,YLR106C,YLR129W,YLR154C,YLR175W,YLR186W,YLR196W,YLR197W,YLR222C,YLR223C,YLR276C,YLR384C,YLR385C,YLR401C,YLR405W,YLR409C,YLR435W,YLR441C,YML014W,YML026C,YML043C,YML060W,YML063W,YML080W,YML093W,YML113W,YMR014W,YMR016C,YMR049C,YMR076C,YMR093W,YMR128W,YMR131C,YMR229C,YMR239C,YMR259C,YMR290C,YMR307W,YMR312W,YNL002C,YNL022C,YNL023C,YNL061W,YNL062C,YNL068C,YNL075W,YNL096C,YNL102W,YNL110C,YNL112W,YNL113W,YNL119W,YNL124W,YNL132W,YNL151C,YNL178W,YNL182C,YNL186W,YNL207W,YNL221C,YNL227C,YNL247W,YNL248C,YNL282W,YNL292W,YNL299W,YNL308C,YNR003C,YNR009W,YNR015W,YNR024W,YNR038W,YNR046W,YNR054C,YNR063W,YOL010W,YOL022C,YOL041C,YOL077C,YOL080C,YOL093W,YOL097C,YOL124C,YOL125W,YOL141W,YOL144W,YOR001W,YOR004W,YOR048C,YOR056C,YOR063W,YOR078W,YOR116C,YOR119C,YOR145C,YOR207C,YOR210W,YOR224C,YOR243C,YOR272W,YOR287C,YOR294W,YOR310C,YOR315W,YOR335C,YOR337W,YOR340C,YOR341W,YOR359W,YPL012W,YPL043W,YPL081W,YPL082C,YPL086C,YPL090C,YPL093W,YPL126W,YPL146C,YPL157W,YPL160W,YPL183C,YPL198W,YPL207W,YPL211W,YPL212C,YPL217C,YPL266W,YPL267W,YPR010C,YPR016C,YPR110C,YPR112C,YPR137W,YPR143W,YPR144C,YPR187W,YPR190C
GO:0000463	maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	7.003101685928485e-23	7.003101685928485e-23	+1	YAL025C,YBR142W,YCL054W,YDL031W,YDL136W,YER006W,YER126C,YGL078C,YGL120C,YGR103W,YHR052W,YHR066W,YHR085W,YHR088W,YKL014C,YKR024C,YKR081C,YLL035W,YLR276C,YMR049C,YMR229C,YMR290C,YNL002C,YNL061W,YNL110C,YNR038W,YOL041C,YOL077C,YOL144W,YOR048C,YPL043W,YPL146C,YPL198W,YPL211W,YPR016C,YPR143W
GO:0002181	cytoplasmic translation	4.673592058730165e-20	4.673592058730165e-20	+1	YAL035W,YAL036C,YBL071W-A,YBR031W,YBR061C,YBR079C,YBR181C,YBR191W,YCL037C,YDL082W,YDL083C,YDL136W,YDL229W,YDR012W,YDR025W,YDR418W,YDR429C,YDR447C,YDR471W,YEL054C,YER025W,YER056C-A,YER102W,YER117W,YER131W,YFL023W,YFL034C-A,YFR031C-A,YGR085C,YGR148C,YHL001W,YHL033C,YHR203C,YIL069C,YIL103W,YIL133C,YJL190C,YJL191W,YJR007W,YJR094W-A,YJR097W,YKL156W,YKL191W,YKR057W,YLR029C,YLR172C,YLR333C,YLR344W,YLR406C,YLR441C,YLR448W,YML026C,YML063W,YMR146C,YMR194W,YNL002C,YNL067W,YNL096C,YNL162W,YNL178W,YNL301C,YOL121C,YOR063W,YOR091W,YOR234C,YOR293W,YOR361C,YPL081W,YPL090C,YPL198W,YPR041W,YPR163C
