GO.ID	Description	p.Val	FDR	Phenotype	Genes
GO:1901566	organonitrogen compound biosynthetic process	0.0000036526580951256496	0.0000036526580951256496	+1	YAL003W,YAL035W,YAL036C,YAR015W,YBL039C,YBL071W-A,YBL076C,YBR031W,YBR061C,YBR079C,YBR084W,YBR181C,YBR191W,YBR213W,YBR248C,YBR252W,YBR271W,YCL030C,YCL037C,YCR034W,YDL055C,YDL082W,YDL083C,YDL136W,YDL208W,YDL229W,YDR012W,YDR020C,YDR025W,YDR091C,YDR234W,YDR245W,YDR297W,YDR300C,YDR341C,YDR399W,YDR418W,YDR429C,YDR441C,YDR447C,YDR471W,YDR496C,YEL009C,YEL042W,YEL046C,YEL054C,YER001W,YER025W,YER043C,YER049W,YER055C,YER056C-A,YER086W,YER091C,YER102W,YER117W,YER131W,YFL023W,YFL034C-A,YFR031C-A,YFR055W,YGL148W,YGL169W,YGL234W,YGR061C,YGR085C,YGR118W,YGR148C,YGR155W,YGR162W,YGR208W,YGR264C,YGR285C,YHL001W,YHL033C,YHR020W,YHR128W,YHR203C,YIL069C,YIL103W,YIL110W,YIL133C,YJL130C,YJL190C,YJL191W,YJL200C,YJR007W,YJR067C,YJR094W-A,YJR097W,YKL004W,YKL081W,YKL099C,YKL156W,YKL191W,YKL216W,YKR057W,YLR009W,YLR014C,YLR017W,YLR029C,YLR057W,YLR058C,YLR146C,YLR172C,YLR249W,YLR333C,YLR344W,YLR355C,YLR372W,YLR406C,YLR432W,YLR441C,YLR448W,YML014W,YML022W,YML026C,YML056C,YML063W,YML082W,YML096W,YML106W,YMR108W,YMR120C,YMR146C,YMR194W,YMR217W,YMR242C,YMR300C,YMR309C,YNL002C,YNL067W,YNL096C,YNL141W,YNL162W,YNL178W,YNL247W,YNL256W,YNL301C,YNR012W,YOL097C,YOL121C,YOL141W,YOR063W,YOR091W,YOR095C,YOR108W,YOR234C,YOR236W,YOR293W,YOR302W,YOR312C,YOR335C,YOR359W,YOR361C,YPL050C,YPL081W,YPL090C,YPL160W,YPL198W,YPL207W,YPL252C,YPR035W,YPR041W,YPR145W,YPR163C
GO:0071166	ribonucleoprotein complex localization	0.00000568300443358133	0.00000568300443358133	+1	YAL059W,YBR034C,YBR247C,YCR047C,YDL229W,YDR091C,YDR101C,YDR361C,YDR395W,YER006W,YER131W,YFR001W,YGL097W,YGL099W,YGR081C,YGR090W,YGR128C,YGR245C,YGR285C,YHR088W,YHR170W,YHR197W,YJL010C,YJL050W,YKL143W,YLL034C,YLR074C,YML026C,YMR308C,YNL178W,YNL227C,YNR053C,YOL121C,YOR293W,YOR294W,YPL093W,YPL146C,YPL226W,YPR016C
GO:0006405	RNA export from nucleus	0.000007226511749970526	0.000007226511749970526	+1	YAL059W,YBR034C,YBR247C,YCR047C,YDL229W,YDR091C,YDR101C,YDR361C,YDR395W,YER006W,YER131W,YFR001W,YGL097W,YGL099W,YGR081C,YGR090W,YGR128C,YGR245C,YGR285C,YHR088W,YHR170W,YHR197W,YJL010C,YJL050W,YKL143W,YLL034C,YLR074C,YML026C,YMR308C,YNL178W,YNL227C,YNR053C,YOL121C,YOR293W,YOR294W,YPL093W,YPL146C,YPL226W,YPR016C
GO:0006913	nucleocytoplasmic transport	0.000008578770292426984	0.000008578770292426984	+1	YAL059W,YBR034C,YBR247C,YBR267W,YCR047C,YDL063C,YDL229W,YDR091C,YDR101C,YDR361C,YDR395W,YER006W,YER110C,YER131W,YFR001W,YGL097W,YGL099W,YGR081C,YGR090W,YGR128C,YGR245C,YGR285C,YHR088W,YHR170W,YHR197W,YJL010C,YJL050W,YJR072C,YKL143W,YKR092C,YLL034C,YLR074C,YLR243W,YML026C,YMR185W,YMR308C,YNL178W,YNL207W,YNL227C,YNR053C,YOL121C,YOR293W,YOR294W,YPL093W,YPL146C,YPL226W,YPR016C
GO:0051169	nuclear transport	0.000008578770292426984	0.000008578770292426984	+1	YAL059W,YBR034C,YBR247C,YBR267W,YCR047C,YDL063C,YDL229W,YDR091C,YDR101C,YDR361C,YDR395W,YER006W,YER110C,YER131W,YFR001W,YGL097W,YGL099W,YGR081C,YGR090W,YGR128C,YGR245C,YGR285C,YHR088W,YHR170W,YHR197W,YJL010C,YJL050W,YJR072C,YKL143W,YKR092C,YLL034C,YLR074C,YLR243W,YML026C,YMR185W,YMR308C,YNL178W,YNL207W,YNL227C,YNR053C,YOL121C,YOR293W,YOR294W,YPL093W,YPL146C,YPL226W,YPR016C
GO:0006611	protein export from nucleus	0.000011573624477041322	0.000011573624477041322	+1	YAL059W,YBR034C,YBR247C,YCR047C,YDL229W,YDR091C,YDR101C,YDR361C,YDR395W,YER006W,YER131W,YFR001W,YGL097W,YGL099W,YGR081C,YGR090W,YGR128C,YGR245C,YGR285C,YHR088W,YHR170W,YHR197W,YJL010C,YJL050W,YKL143W,YLL034C,YLR074C,YML026C,YMR308C,YNL178W,YNL227C,YNR053C,YOL121C,YOR293W,YOR294W,YPL093W,YPL146C,YPL226W,YPR016C
GO:0043603	cellular amide metabolic process	0.00001400389745700035	0.00001400389745700035	+1	YAL003W,YAL035W,YAL036C,YBL071W-A,YBL076C,YBR031W,YBR061C,YBR079C,YBR084W,YBR181C,YBR191W,YBR271W,YCL037C,YDL082W,YDL083C,YDL136W,YDL208W,YDL229W,YDR012W,YDR025W,YDR091C,YDR341C,YDR418W,YDR429C,YDR447C,YDR471W,YDR496C,YEL054C,YER025W,YER049W,YER056C-A,YER102W,YER117W,YER131W,YFL023W,YFL034C-A,YFR031C-A,YGL169W,YGR085C,YGR118W,YGR148C,YGR162W,YGR264C,YGR285C,YHL001W,YHL033C,YHR020W,YHR203C,YIL069C,YIL103W,YIL110W,YIL133C,YJL130C,YJL190C,YJL191W,YJR007W,YJR067C,YJR094W-A,YJR097W,YKL081W,YKL099C,YKL156W,YKL191W,YKR057W,YLR009W,YLR029C,YLR146C,YLR172C,YLR249W,YLR333C,YLR344W,YLR406C,YLR441C,YLR448W,YML014W,YML026C,YML063W,YMR146C,YMR194W,YMR242C,YMR246W,YMR309C,YNL002C,YNL067W,YNL096C,YNL162W,YNL178W,YNL247W,YNL256W,YNL301C,YOL097C,YOL121C,YOR063W,YOR091W,YOR234C,YOR293W,YOR302W,YOR312C,YOR335C,YOR359W,YOR361C,YPL081W,YPL090C,YPL160W,YPL198W,YPR041W,YPR145W,YPR163C
GO:0051168	nuclear export	0.000022921788928873	0.000022921788928873	+1	YAL059W,YBR034C,YBR247C,YCR047C,YDL229W,YDR091C,YDR101C,YDR361C,YDR395W,YER006W,YER131W,YFR001W,YGL097W,YGL099W,YGR081C,YGR090W,YGR128C,YGR245C,YGR285C,YHR088W,YHR170W,YHR197W,YJL010C,YJL050W,YKL143W,YLL034C,YLR074C,YML026C,YMR308C,YNL178W,YNL227C,YNR053C,YOL121C,YOR293W,YOR294W,YPL093W,YPL146C,YPL226W,YPR016C
GO:1902626	assembly of large subunit precursor of preribosome	0.000023466342913865366	0.000023466342913865366	+1	YDL031W,YFL002C,YGR148C,YKR081C,YLR009W,YNL061W,YPL093W,YPL211W,YPR016C
GO:0006360	transcription by RNA polymerase I	0.00005108310707699778	0.00005108310707699778	+1	YBR154C,YDL014W,YDR324C,YDR398W,YGR128C,YHR143W-A,YHR196W,YJL109C,YJL148W,YJR063W,YLL035W,YML043C,YMR093W,YNL113W,YNL248C,YOR119C,YOR210W,YOR224C,YOR340C,YOR341W,YPL082C,YPL126W,YPR010C,YPR110C,YPR187W
GO:0006353	DNA-templated transcription, termination	0.0000859666700103093	0.0000859666700103093	+1	YBR034C,YBR154C,YDL150W,YDR045C,YHR143W-A,YIL131C,YJL011C,YJR063W,YKL144C,YLL035W,YMR239C,YNL113W,YNL151C,YNR003C,YOR048C,YOR116C,YOR207C,YOR210W,YOR224C,YPR110C,YPR187W,YPR190C
GO:0031503	protein-containing complex localization	0.00012165525393616611	0.00012165525393616611	+1	YAL059W,YBR034C,YBR247C,YCR047C,YDL042C,YDL229W,YDR091C,YDR101C,YDR361C,YDR395W,YER006W,YER131W,YFR001W,YGL097W,YGL099W,YGR081C,YGR090W,YGR128C,YGR245C,YGR285C,YHR088W,YHR170W,YHR197W,YJL010C,YJL050W,YKL143W,YLL034C,YLR074C,YML026C,YMR308C,YNL178W,YNL227C,YNR053C,YOL121C,YOR195W,YOR293W,YOR294W,YPL093W,YPL146C,YPL226W,YPR016C
GO:0010501	RNA secondary structure unwinding	0.00016342240296294536	0.00016342240296294536	+1	YBR142W,YDL031W,YDR021W,YFL002C,YGL078C,YGL171W,YHR065C,YHR169W,YJL033W,YKR024C,YLL008W,YLR276C,YMR290C,YNL112W,YNR038W
GO:0070475	rRNA base methylation	0.00020003295665776998	0.00020003295665776998	+1	YCR047C,YIL096C,YLR063W,YLR186W,YNL022C,YNL061W,YNR046W
GO:1901657	glycosyl compound metabolic process	0.0002712491765082279	0.0002712491765082279	+1	YBL068W,YDR020C,YDR399W,YDR441C,YDR465C,YER043C,YHL011C,YHR128W,YKL181W,YLR017W,YLR432W,YML022W,YML056C,YML106W,YMR217W,YMR300C,YNR012W,YOL141W,YPL207W
GO:0000055	ribosomal large subunit export from nucleus	0.000419702405236929	0.000419702405236929	+1	YAL059W,YDR101C,YDR361C,YER006W,YFR001W,YGR245C,YHR088W,YHR170W,YLL034C,YLR074C,YNL227C,YNR053C,YOR294W,YPL146C
GO:0006383	transcription by RNA polymerase III	0.00048234431384640075	0.00048234431384640075	+1	YBR154C,YDL150W,YDR045C,YHR143W-A,YJL011C,YKL144C,YKR025W,YNL113W,YNL151C,YNR003C,YOR116C,YOR207C,YOR210W,YOR224C,YPR110C,YPR187W,YPR190C
GO:0006403	RNA localization	0.000933767935041247	0.000933767935041247	+1	YAL059W,YBR034C,YBR247C,YCR047C,YDL229W,YDR091C,YDR101C,YDR361C,YDR395W,YER006W,YER110C,YER131W,YFR001W,YGL097W,YGL099W,YGL171W,YGR081C,YGR090W,YGR128C,YGR245C,YGR285C,YHR072W-A,YHR088W,YHR170W,YHR197W,YJL010C,YJL050W,YKL143W,YLL034C,YLR074C,YML026C,YMR308C,YNL178W,YNL207W,YNL227C,YNR053C,YOL121C,YOR001W,YOR293W,YOR294W,YPL093W,YPL146C,YPL226W,YPR016C
GO:0050658	RNA transport	0.0010526636763444426	0.0010526636763444426	+1	YAL059W,YBR034C,YBR247C,YCR047C,YDL229W,YDR091C,YDR101C,YDR361C,YDR395W,YER006W,YER110C,YER131W,YFR001W,YGL097W,YGL099W,YGR081C,YGR090W,YGR128C,YGR245C,YGR285C,YHR088W,YHR170W,YHR197W,YJL010C,YJL050W,YKL143W,YLL034C,YLR074C,YML026C,YMR308C,YNL178W,YNL207W,YNL227C,YNR053C,YOL121C,YOR293W,YOR294W,YPL093W,YPL146C,YPL226W,YPR016C
GO:0051236	establishment of RNA localization	0.0010526636763444426	0.0010526636763444426	+1	YAL059W,YBR034C,YBR247C,YCR047C,YDL229W,YDR091C,YDR101C,YDR361C,YDR395W,YER006W,YER110C,YER131W,YFR001W,YGL097W,YGL099W,YGR081C,YGR090W,YGR128C,YGR245C,YGR285C,YHR088W,YHR170W,YHR197W,YJL010C,YJL050W,YKL143W,YLL034C,YLR074C,YML026C,YMR308C,YNL178W,YNL207W,YNL227C,YNR053C,YOL121C,YOR293W,YOR294W,YPL093W,YPL146C,YPL226W,YPR016C
GO:0009116	nucleoside metabolic process	0.0011068582828866686	0.0011068582828866686	+1	YBL068W,YDR020C,YDR399W,YDR441C,YDR465C,YER043C,YHL011C,YHR128W,YKL181W,YLR017W,YLR432W,YML022W,YML056C,YML106W,YMR217W,YMR300C,YNR012W
GO:0001522	pseudouridine synthesis	0.0012416100233498537	0.0012416100233498537	+1	YDL036C,YDL208W,YFL001W,YHR072W-A,YHR089C,YLR175W,YNL124W,YNL292W,YOR243C,YPL212C
GO:0050657	nucleic acid transport	0.0014659075783022859	0.0014659075783022859	+1	YAL059W,YBR034C,YBR247C,YCR047C,YDL229W,YDR091C,YDR101C,YDR361C,YDR395W,YER006W,YER110C,YER131W,YFR001W,YGL097W,YGL099W,YGR081C,YGR090W,YGR128C,YGR245C,YGR285C,YHR088W,YHR170W,YHR197W,YJL010C,YJL050W,YKL143W,YLL034C,YLR074C,YML026C,YMR308C,YNL178W,YNL207W,YNL227C,YNR053C,YOL121C,YOR293W,YOR294W,YPL093W,YPL146C,YPL226W,YPR016C
GO:0009126	purine nucleoside monophosphate metabolic process	0.002779132716095653	0.002779132716095653	+1	YAR015W,YDR399W,YDR441C,YGL234W,YGR061C,YLR432W,YML022W,YML056C,YMR120C,YMR217W,YMR300C,YNL141W
GO:0009168	purine ribonucleoside monophosphate biosynthetic process	0.002779132716095653	0.002779132716095653	+1	YAR015W,YDR399W,YDR441C,YGL234W,YGR061C,YLR432W,YML022W,YML056C,YMR120C,YMR217W,YMR300C,YNL141W
GO:0009167	purine ribonucleoside monophosphate metabolic process	0.002779132716095653	0.002779132716095653	+1	YAR015W,YDR399W,YDR441C,YGL234W,YGR061C,YLR432W,YML022W,YML056C,YMR120C,YMR217W,YMR300C,YNL141W
GO:0009127	purine nucleoside monophosphate biosynthetic process	0.002779132716095653	0.002779132716095653	+1	YAR015W,YDR399W,YDR441C,YGL234W,YGR061C,YLR432W,YML022W,YML056C,YMR120C,YMR217W,YMR300C,YNL141W
GO:1901659	glycosyl compound biosynthetic process	0.005055526141138347	0.005055526141138347	+1	YDR020C,YDR399W,YDR441C,YHR128W,YLR017W,YLR432W,YML022W,YML056C,YML106W,YMR217W,YNR012W,YOL141W,YPL207W
GO:0002183	cytoplasmic translational initiation	0.005459018159375179	0.005459018159375179	+1	YAL035W,YBR079C,YDR429C,YER025W,YFL023W,YJR007W,YMR146C,YOR361C,YPR041W,YPR163C
GO:0033967	box C/D RNA metabolic process	0.007388669186282249	0.007388669186282249	+1	YBL018C,YDL014W,YGR030C,YGR280C,YHR062C,YMR239C,YNL221C,YNL282W
GO:0034963	box C/D RNA processing	0.007388669186282249	0.007388669186282249	+1	YBL018C,YDL014W,YGR030C,YGR280C,YHR062C,YMR239C,YNL221C,YNL282W
GO:0044271	cellular nitrogen compound biosynthetic process	0.011256722502883013	0.011256722502883013	+1	YAL003W,YAL019W,YAL035W,YAL036C,YAR015W,YBL039C,YBL054W,YBL068W,YBL071W-A,YBL076C,YBR031W,YBR034C,YBR061C,YBR079C,YBR084W,YBR088C,YBR154C,YBR181C,YBR191W,YBR202W,YBR213W,YBR252W,YBR271W,YBR275C,YCL037C,YCL058W-A,YDL014W,YDL042C,YDL055C,YDL082W,YDL083C,YDL136W,YDL150W,YDL166C,YDL208W,YDL229W,YDR012W,YDR020C,YDR025W,YDR045C,YDR091C,YDR324C,YDR341C,YDR397C,YDR398W,YDR399W,YDR418W,YDR429C,YDR441C,YDR447C,YDR469W,YDR471W,YDR496C,YEL009C,YEL054C,YEL055C,YER025W,YER049W,YER056C-A,YER070W,YER102W,YER117W,YER131W,YFL023W,YFL034C-A,YFR031C-A,YGL169W,YGL234W,YGR061C,YGR085C,YGR118W,YGR128C,YGR148C,YGR162W,YGR200C,YGR264C,YGR280C,YGR285C,YHL001W,YHL011C,YHL033C,YHR020W,YHR072W-A,YHR128W,YHR143W-A,YHR196W,YHR203C,YIL069C,YIL103W,YIL110W,YIL127C,YIL131C,YIL133C,YJL011C,YJL109C,YJL130C,YJL148W,YJL190C,YJL191W,YJR007W,YJR063W,YJR067C,YJR094W-A,YJR097W,YJR147W,YKL081W,YKL099C,YKL110C,YKL144C,YKL156W,YKL181W,YKL191W,YKL216W,YKR025W,YKR057W,YKR099W,YLL035W,YLR009W,YLR014C,YLR015W,YLR017W,YLR029C,YLR146C,YLR172C,YLR223C,YLR249W,YLR333C,YLR344W,YLR384C,YLR385C,YLR406C,YLR432W,YLR441C,YLR448W,YML014W,YML022W,YML026C,YML043C,YML056C,YML060W,YML063W,YML106W,YML113W,YMR016C,YMR093W,YMR120C,YMR146C,YMR194W,YMR217W,YMR239C,YMR242C,YMR300C,YMR307W,YMR309C,YMR312W,YNL002C,YNL023C,YNL067W,YNL068C,YNL096C,YNL102W,YNL113W,YNL141W,YNL151C,YNL162W,YNL178W,YNL186W,YNL247W,YNL248C,YNL256W,YNL301C,YNR003C,YNR009W,YNR012W,YNR063W,YOL097C,YOL121C,YOR048C,YOR063W,YOR091W,YOR095C,YOR116C,YOR119C,YOR207C,YOR210W,YOR224C,YOR234C,YOR236W,YOR293W,YOR302W,YOR312C,YOR315W,YOR335C,YOR337W,YOR340C,YOR341W,YOR359W,YOR361C,YPL081W,YPL082C,YPL086C,YPL090C,YPL126W,YPL157W,YPL160W,YPL198W,YPL252C,YPL267W,YPR010C,YPR041W,YPR048W,YPR110C,YPR145W,YPR163C,YPR187W,YPR190C
GO:0002097	tRNA wobble base modification	0.012323602651501814	0.012323602651501814	+1	YBL024W,YBL071W-A,YGL236C,YGR200C,YIL008W,YJL098W,YKL110C,YLR384C,YML014W,YMR312W,YNL119W,YNL132W,YPL086C
GO:0009163	nucleoside biosynthetic process	0.03266518887300025	0.03266518887300025	+1	YDR020C,YDR399W,YDR441C,YHR128W,YLR017W,YLR432W,YML022W,YML056C,YML106W,YMR217W,YNR012W
GO:0031120	snRNA pseudouridine synthesis	0.039751969852684484	0.039751969852684484	+1	YDL208W,YHR072W-A,YHR089C,YLR175W,YOR243C,YPL212C
GO:0040031	snRNA modification	0.039751969852684484	0.039751969852684484	+1	YDL208W,YHR072W-A,YHR089C,YLR175W,YOR243C,YPL212C
